Question,Model_Response
How will you create jobs and reduce unemployment across the nation?,"Uh  yes. The Governors first  uh  response  uh  technique was not an answer to the question. The question here is what would this one term for me  if I get to a second term  and then what would his next term be in a lifetime job, as he says, for me, on the Georgia Industry Council? He sounds like a safe candidate, talking about such a safe position. But, yes, in a lifetime for me, I would create many, many more jobs across this country than if I took a seat in government and thought that as a good, safe Democrat, that I might have one job for all of my life somewhere in government  and observe all of this  rather than do it.May I come to the factual situation, however, with regard to jobs? During that one year where many more jobs were created, I was still ahead in the polls and I was still out there every night. May I suggest that perhaps it was the Confederacy of Dunces that was heading for that other job out there that summer. And at the same time those job figures were pouring out, those employment figures with good jobs were pouring out, I was out there every night telling the people, pardon me for taking so long, that were only doing an adequate job, were only meeting  not even that  fulfilling the dream that I had, if they had elected me four years earlier, the sames as they did. Now, I went from farming, when I got into government, to motion pictures. And, insofar as jobs are concerned, Im not unlike so many of the people in this country, who  because of inflation  got jobed out of one job and had to take a lesser job with less pay. Then, when I rushed home and went to work in various positions in the film industry back in Hollywood, many of those jobs were crewing up or subsidized by the Federal Government. Today, I know, if Im elected, Ill create more jobs in a day that the Governors lifetime would only invent and that I would from his Council up on the hilltop make America more productive again and create various jobs  not only for artists back in our motion picture industry in Hollywood, but Id keep our high tech place down in San Diego and Id create jobs and good, comfortable homes again, out there in the land  around Riverside and Hemet and Ontario and so forth, where they invent most of the hand tools that go into the making of the missiles and kitchens and so forth for the American naval ships. Yes, we could create jobs in America today. But I returned to the movie industry only after Jimmy Carter, in Peachtree City, Georgia, where he invited me into his home, mishandled all of our world negotiations that brought home the true American heroes but decimated  because hed only paid off a small part of the national debt that hed run up in the first part of our four years  or just in the first three years."
What steps will you take to balance the federal budget and manage the national debt?,"Uh  Mr. Uh  I cant give the exact precise amounts at this time, but Ive indicated uh  for example, that over a four-year period, uh  starting next year, that I would like to see a reduction in federal spending, one hundred billion dollars over the next four years. Mr. Kalb, uh  I believe that 215 billion dollars in fiscal year 1976, which is uh  a budget that Milton Fridman says is nothing more than an elected default, annu  excuse me  adds uh  to the inflationary spiral in this country. And if we can reduce federal expenditures one hundred billion over four years, that will help us achieve uh  the estimate reduction in the national debt which I think should go down six to eight percent a year. Now I think if we can control federal spending and go after the federal uh  expenditures, we can do it with a good Cabinet and with the help of Congress. But to go somewhere and make political speeches and talk to the people about how we have to  nationally tighten our belt  and then send Locke or Robinson or somebody down to the Congress to work for the opposite, is hypocrisy, and I think the American people see through it. Id like to see a little bit better as  uh excuse me  a little bit tighter control on federal spending by the Democratic Congress, and with good leadership in the Congress by the Republicans, I think we can do it."
How will you ensure that all Americans have access to quality and affordable healthcare?,"Yes. Let me say once and for all that there will be no interference in the practice of medicine by a Carter administration or excuse me an administration. And  let me also take  take that further. I am for the equality of opportunity in the quality of health if I can put it that way  the equal quality  the equal opportunity for the healthcare to be available to all Americans, not a given number, but to all. And, let me point out that I have a program now that  that is available  not only available  that is feasible. It adopts the ideas that the President put out in 1978 about malpractice. I have a medical assistance program that provides for, as I say, the opportunity of treating all and not just specific numbers of people. It gives quality health, encourages preventive medicine, encourages the HMO  the health maintenance organizations  and does not interfere in any way with the practice of medicine or with the doctor-patient relationships."
How will your administration address the pressing challenges of environmental sustainability?,"Absolutely. Minimum wage means low wage. If you want to force inflation on to the American people by all of them making more, they would then have to pay higher prices for everything. It would not have changed the fact that they were making a low wage. It would simply have raised everybody up a notch and added inflation to everything. On the environment, consensus was reached all over this country. I was talking to a dress manufacturer from New York today and he told me that they have now in the factory that makes their dresses, a 2-million-dollar piece of equipment that takes all of the waste from the cutting of dresses and make 25 thousand to fifty thousand of them a day. Makes a tiny scrap out of it and adds it to a mold that has produced it and you have a new platelet plastic. This is all being done under anti-inflation legislation. Many of you who have TV sets here tonight, how many of you would think of taking that TV set and dumping it in the river? But when your TV set, eight or ten years old, breaks down, what do you do? Because we dont have laws against throwing it into the river. You go ahead and throw your old TV set into the river. Something is wrong with that 7 its called pollution. We are not sorting out things in this country as we should. Now, were meeting with the Congress, but weve got a conservative Congress. Weve got a liberal President. The only thing that democracy will ever give you is a conservative compromise. That is the way you get anything in a Congress like that. There is a coalition. And it is usually a liberal coalition with a conservative Congress. So nothing gets through. Minimum wage meant low wage. White House Conference on the Handicapped. This is the first President ever called a conference on the handicapped. And weve done more in the last theme months to help them than they had done in the last ever decades."
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"The American people have to know whether or not well have peace and liberty and independence under the next president. Our Democratic opponent, Mr. Mondale, says we cannot strengthen Americas strength. Hes called for a unilateral freeze. I say we can use strength to create the opportunity for peace. And furthermore, an America which is strong and which is free and which has a strong national defense is in no one on earths hands. How do we respond to the human rights abuses of the Soviet Union or the Eastern Bloc nations? We do it, yes, from strength. Our tilt towards human rights occurs because we are a people that believe in the universal principle that every human being must have certain God-given rights. And consequently, America, strong and free, tilts towards human rights, not in weakness, but in strength. How about the Department of State? Weve had seven ambassadors to the Soviet Union in about the same number of years. Our present Ambassador Dobrynin works better with the CIA than he does with the Department of State or than he does with our own household, which he should be communicating with, I might add, the State Department. Weve had five representatives to the Palestinian talks. I might add on defense, as confusing as these Mr. Mondale Mr. Mondale-Dukakis proposals are, Mr. Mondale voted five times against the B-1 Bomber when it was in trouble in the Congress, Mr. Mondale and Governor Dukakis has not mentioned the B-2, which is vital for our long-range deterrence strategy. The American people are going to have a choice a solemn one this November of whether or not they believe in independence. The Dukakis ticket believes in dependency. They believe in giving up salt and pepper shakers in our embassies in South America. Mexico, Mr. Mondale, is not going to tear down that nuclear reactor."
What reforms would you propose to improve the education system?,"Yes, it was in 1965 that I proposed, and the Congress did enact that legislation, to eliminate, to abolish illiteracy in the United States by 1975.  Something has gone awry since 1965. Instead of zeroing in on the hardholed  here we are in 1975 and 11 million people still cant read and write.  That legislation that I proposed offered 400 million dollars a year. That has not been spent. I think we should scale our goals better and then if theres no illiteracy in the country, you can set a higher goal. But to go around 21571 those who cant read and write  I think we ought to fine-tune our concept here. "
How will you restore trust in government and ensure transparency in your administration?,"You know, uh  during the campaign, somebody had suggested that if I were elected president, I should take some sort of very strong action to, uh , expose all of the, uh , delinquencies or malfeasance of the Democratic administration in the 4, uh  in the four years in the uh  White House. I on my own initiative, after talking it over with my own people, decided, No, we are not gonna do that. That would not be good for the country  uh  some sort of a Watergate in reverse. And besides, the American people themselves know that the government has fallen from a high standard of integrity. They know that uh  they lost their trust in uh  people in high government office. There was Watergate, there was the Vietnam War, there were all the lies and the cheating  the things that the American people found out that their government had done. We need to restore their faith. The taxpayers out there  people working hard in the country  the  just think of it. The American people themselves are not vindictive. They could have found some man in the Democratic Party who could have found, fact, factual reasons for getting even with uh  the party that preceded them. But, no, they ignored all of that, and they elected a new team of their own choosing. They trusted us. The very first thing I do in order to help restore that, the second part of your question, uh  is I found out there is a law on the books that requires that at the commencement of every new administration, all regulations, and there are thousands of them, that have been promulgated by the administration that is leaving Office  all those regulations must be sent to Congress. And Congress, by law, has uh  thirty legislative days in which they can consider those and reject by majority vote. Now, you stop and think. They used to get this letter that was about that thick, full of all these regulations, many of them that conflict with one with the other, or are just downright wrong. We have a right now, in the new administration, since weve just had four years, most of these will be brand-new regulations. And we said, No. In keeping with our commitment to the integrity of the government, to getting a fresh start, were returning to the Congress all the regulations of the Ford administration and saying to them, Youve got time between now and the end of the year to consider these. Some of them are good, some of you put on there; some we might want. But were gonna cut ourselves off from the hamburger of legislative days that the law permits to start out adding and keeping and changing regulations. Were giving you that time for a clean, fresh start. I think thats a signal of integrity in government. Now, another thing that we did  and you were at that performance the other night  uh , I believe in exposing everything. The American people have a right to know a tax return which details everything about your finances. I am not against anyone who doesnt. There are many people who have their reasons for not revealing their tax return. I dont think theres a single reason not to reveal every every single thing that is on a tax return, as we did the other night. Not only for yourself, but your wife and children, if there are any. We went several years  seven, I think  uh , tax returns back so that the people would know every detail financially we have and every dime weve paid in taxes or savings. That, is, to me, a part of integrity and morality in government. And Im sick and tired of hearing that cliche  well, one politician lied and the other one did, too. Many of us down through history have capitalized on that, on both sides of the political aisle. But it isnt necessarily true. There are people in public office who are still, in a way, in that high calling for morality, and they are integrating honest men and women in public office. And we intend to keep that up from the White House. Now  and politicians may joke among themselves, but for a congressperson or a senator to make a commitment to his people, and then go home and learn there was some inside information, something he just found out and hes changed his mind, then I think the worst punishment of all occurs. Theres an election a couple of years later  the constituency can usually pass judgment on whether or not they think he was true to the commitment they made. But while we were in that first White House of ours  I called for an end to patronage. I believe in civil service reform. The man out here who goes to work everyday with an idea of integrity and morality in government and pride  hes skimming white ice cream. Hes meanwhile working with 5,000 political appointees who are going around sneaking out the back and buying their ice cream from a man whose is dark brown chocolate ice cream. Theyre all doing the same thing. Theyre stealing. And theyre teaching this new young man, who likes his job and is out there because he believes in government and in public service. Theyre teaching him that the only way you can get ahead is to be dishonest. We canceled that immediately. We did that the first night in the White House. We  I believe in civil service reform. The so-called civil servants in the IRS ought to be as honest as the pharmacist down the street, the doctor, the lawyer. Because, today, it is the most dishonest profession in the country because the IRS is in bedding a few dirty crooks; and until they clean them out, thats the only profession I can think of that is just filthy with dishonesty, cheating, lying. I   I think they ought to clean that out. The inspector generals, and the rest of them. So, I think those are some of the things that signify integrity in government, the return to high morality in government, and the opportunity for the people to restore their trust, that they were right. They made the right decision when they elected us."
What policies will you pursue to ensure equality and protect the rights of all Americans?,"Let me answer that question a little bit differently, and let me take a little different tact. The affirmative action programs that we have are programs designed to allow everybody, all Americans, equal opportunity. Now the Civil Rights Act, as far as Im concerned, allows a place to go if you feel that you have been discriminated against,, through an individual or an attitude,  a government agency, or something of that kind  you have the right to go, as a legitimate citizen of this country, to get that grievance, so to speak, righted. Now, let me comment on something that I know is close to Mr. Carters heart. At the very end of the term, of the twenty months that he served, he finally went out and nominated a black to an ambassadorship in our foreign service. When I got to be governor of Michigan, one of two blacks who were elected to the state legislature, or to any legislature, in 1966, when I got to be governor in exactly the same month and year that Mr. Carter became president, uh  for the first time in the history of the state of Michigan, we had a black on the Board of Education  a very strong, capable man. And the national  and Michigan did the same thing  the national and the Michigan Bar Associations each had, for the first time in their history, a black elected to their national or state governing boards. Michigan has been in the forefront. I would resort to the original positions, uh, which I indicated, respecting the Mexican-American community in this country, the heritage and the capability and the contributions of the uh black citizens of this nation. When you come down to it, our foreign service, our military service, every single kind of uh, opportunity conceivable uh, in our national life is open to our black citizens in the United States. And let me say this  Im, Im very proud of the fact that we have employed more black employees under my hire than any other, uh uh, president of the United States in the history of this country."
How will you lead the country through challenges and unite Americans with differing perspectives?,"Besides being symbolic, we have got to be sophisticated to be a real leader. The likewise, shish kebab growth between the monarchy and any other and a less feudal one everything. Russian Empire, Japanese Empire and a few of the more obscure. But none of those are exactly the same. So how do we lead today? Heres how I think the United States ought to lead today and what I think Ive been doing. It does mean having style and distance. But it means leading on specific issues where our values and policies make sense to be spread. Where you dont compromise but where you believe in consensus. Where youre willing to listen. Where you want the other guy to feel hes a partner and he has something to do. And then were doing it well with technology. One simple example, the other morning I arrived at the summit, the so-called Earth Summit in Rio De Janeiro. I walked 25 feet into that room and opened my mouth for the first time. With me I had $23 billion worth of good news from the United States. The head of our .  . . one other thing that Im proud of. For the first time at a summit meting after we had- a conservation meeting with the develop-d nations Group on a Wednesday fourth of July. Arts and Humanities steering committee one that was good aour leaders were among them."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","I think we have to separate this problem. Immigration and invasion are two different problems. And I think we have to separate the two. We do have a right, in a free society, to control our own borders. And I will have those right there. So that they dont come across. Illegals will not come across. Undocumented? I think theyre documented down in Central America, that's where most of them come from, but uh- were not gonna have amnesty again. They came across that border, and they came defying our laws, nine million to twelve million of them. We're not gonna do that again. So well treat people as fairly and humanely between the United States and Mexico as we can; keep 'em out, and if we can't handle the problem on the border, well uh- they'll add and increase our military on the border till we can handle that problem. But we are not gonna have amnesty. And I hope everybody out there, under those 58- I think its 58 exemptions, gets out there and applies for one of those many, many visas that have been made available because we, through our legislation, a bipartisan piece of legislation, you know, back in legislation, started in the Carters years, we evened out the visas. Were not gonna have amnesty again, and we are gonna control that border."
How will you ensure equal opportunities for marginalized communities in our country?,I wouldnt have to ensure them. I did.
Why do you believe you are fit to be the next leader of the United States of America?,"Well, I believe that I have the experience. I believe that I have the broad background, having been very, very close now to the problems of the United States for almost three full years. I have been brought in, uh, literally into every type of decision by my leader, the incumbent President, who has full confidence in me. I have traveled for him  outside the Western World, as well as within the Western World. And I have seen, in the last three years, first hand the problems of this country. In addition, because of the intimate involvement that Ive had as Vice President, uh, its not necessary for me to spend three or four or five months after January 20 getting up to speed. I can go into the White House the day after I take the oath and hit the ground running. I believe that Im qualified for these reasons. I believe that Im qualified because I too came up in a middle income family. I know the problems and the frustrations of that family. I have the feeling, I believe, that the knowledge of the feelings of some forty-five million people in\nthis country who are black and who want full equality, who want equal opportunity, who want good jobs, who want good housing. I know the frustrations of the citizens in the southern part of the United States who uh, need more development. President Ford and I have outlined a comprehensive program so that no family in America need fall below the poverty line. And over the last 800 days theyll find that weve had the integrity, the honesty, the forthrightness, of not promising everything under the sun. But telling the American people, these are our problems, this is how we are going to do the job. And I think that of all our promises to our people, our greatest promise is the right that we have to say that with us, youre going to have full opportunity in America."
What is your overarching vision for the country?,"Well, Dr. Wozencraft, I have a specific vision. I would like within the next 5 years for tfcc nations of the world to join with us in substantially eliminating chemical and biological warfare, and to have a similar agreement on the elimination of nuclear weapons by the year 2000. And with regard to worldwide hunger, we grow enough food in the world today for everybody a third of which goes to waste, and it isnt hy loss of crop or anything like that. And Im going to ask the heads of 50 cordless nations when I meet them November 5 and 6 in Cancun, Mexico, if they will join with us in a crusade to stimulate food production, to have a system of regional food banks, to make it possible for the people in the world who do net grow enough food to take care of themselves to have it. Now my vision is a world of peace, and it is a world in which liberty flourishes, for people, where the world can join together to take care of the other problems of the world  disease, ecology, and all the rest. But let me add one other thing, if I might. And its essential that I say it now. Earlier differences between Governor Mondale and myself many of them have been, I think, clarified. But on one subject, we still differ. Afraid Ill take my time, but Im going to say it."
What is your plan to manage inflation and ensure economic stability?,"We have a distinguished economic team that came in midyear in 1970, and says were going to have low inflation in 1971 and low unemployment in 1971. Well have a wage increase in 1971 and a continued increase in production. I believe that were not going to have further dislocations in our economy. And I believe that our objectives a year from now will be realized. Inflation was caused back in 66, 67 by social expansion. The Board of Governors of the Federal Reserve, a wholly-owned government corporation, didnt in 67 say stop it, youre blowing the lid off; so they capitulated. Then the Johnson Administration had to impose wage and price controls in 1970 because of the failure of the Board of Governors and the monetary policies that were then too expansive, which exacerbated the social expansion of 66 and 67. As a result of that, in August 1970 we came into office, and we said we cant continue with wage and price controls with uncertainty. So Secretary Simon, with a program that was from economists all over the country, phased out  the President phased it out gradually and we now have what I hope will have a 6 percent increase in wages on the average in 71. We werent able to do that .  .  .  .saving 50 bucks per wage earner in this country. If the controls had continued, denying the respect and rights of individuals, we would have lost between a half and 1 million jobs. This  . . . no cars being produced because of no workers. If we now maintain a moderate federal budget, I hope no more than between 20 and 25 billion dollar deficit. I dont believe we should add  to this inflationary fuel another 6 7 8 billion dollars that would be demanded by a Republican conservative Congress. We have a very good monetary restraint, which I hope will be maintained through next year. We have productivity increases. And what we are not going to do is add fuel with high federal deficits, high governmental employment and more regulations to expand government and thereby deny personal freedom."
How will you create jobs and reduce unemployment across the nation?,"We created over eight million jobs in the last almost three years. You shouldnt add up jobs lost; you should add up jobs gained, and it leaves us with a lower unemployment rate than we had on the day that I took office. So you go on with your story; Ill go on with the facts."
What steps will you take to balance the federal budget and manage the national debt?,"By 1954, President Eisenhowers last few years in office, that deficit had disappeared, the budget was in balance, and there was a $204 billion debt uh  Mr. Mortimer.  Uh  today that debt has increased to $037 billion.  The deficit this uh  present administration faces for this fiscal year is $35 billion.  Now, it doesnt take a genius to figure out that if youre spending uh  five to $7 billion more at an annual rate than you took in in 1949, it means that youre spending far too much and taking in too little.  Mr. Mortimer, it takes a balanced budget uh  whereby Congress doesnt spend an additional five and $7 billion more than the president recommends.  But it means, too, that the president has got to draw the line and not let Congress have its way when the appropriations committees or any other committees make their recommendations. .  Theres no way to correct that unless you have the kind of integrity and decisiveness that you now need if you want to control five to 7 billion dollars spending in 1950 to see how much control and decisiveness  or lack of it  you may need to in 1974 to control the $35 billion budget deficit.  That, Mr. Mortimer, is the simple way to plan. You have a way of drawing the line. You have a way of changing priorities so that sometimes you do an emotional thing. You transfer maybe a half or three-quarter billion dollars from military construction and put it in education, health, or a project that more of the people want. But si  that, Mr. Mortimer, is basic to restoring confidence once having drawn the line, once having made certain cuts, once having persuaded in your four or five months in office Congress that there isnt that much need for how much theyre now spending.  Then, at the necessary, once youve done that, then, at the necessary rate you start growing down your debt."
How will you ensure that all Americans have access to quality and affordable healthcare?,"I sure  I think if the right question is asked, then Im sure many people have seen the advertisement. And it just puts out many of my statements. I dont know whether Ambassadors Allen and Slater will file suit against me or not, but if they do, well handle that when the time comes. About  because about  400,000 of the messages that went out have gone out  its a little out of date before they could be rebutted. And some of those have gone out to many people. So, no, I dont think any are  Ill be stuck with them any longer than I should be.  Now, on healthcare, my plan would have guaranteed that every American had health insurance. And if they wanted to pay for more than that, if they wanted to use the idea of choice, and use a doctor that was outside that plan, that would be through the schedule of payments, they could do that. And with the additional insurance, they could have paid for more than that. Over 9 million Americans have been added to the roles of health insurance since I recommended that plan. But, yes, its true; 20 million more were out. We did not cover that. In two  I seem to flip back and forth, dont I?  two of the five meetings with the Senate committee and the House committee meeting on the Senate side, the Democrats refused, outright  and the tricks that went on there were something to behold  to consider my plan. Not one bill of those that they did consider had extended coverage to those extra 20 million. And they went out of their way to not consider one. Health insurance is a practice in great economies, in many parts of the world. Some believe it should be in this country. And we tried to put out a plan that would not add a task of $30 billion, which the one they suggest with employer and employee tax added together would amount to about that much. We didnt want to put  there are 16 million employees of small businesses in this country who have no health plan available to them, and they enjoy working for small businesses. And a good many of them would also like to have their own home business. But weve tied them down with all those regulations and so forth that have made it next to impossible for a small businessman to set up his own health plan for his own people. We said, Lets take the 16 million who would like to have business insurance and who are out without any possibility of ever getting it. And as for the 20 million who arent part of the special program, let us have a plan that ties all of this together and does not bankrupt the country. And, yes, where redlining exists  and it has been told me that redlining exists with black insurance companies today  a plan that will make it so that, with a regulated public utility for all of this, that those people will not be kicked out from the beginning, but will have also all Americans that have insurance. They have yet to run out of a doctor, someone that would take their plan over. And yet well have  everyone will be covered, Ill guaranteed you  quality healthcare."
How will your administration address the pressing challenges of environmental sustainability?,"This administration didnt need any prodding. We were out there at the beginning, and the result has more  some  has manifested itself in more than 20 pieces of legislation, or working with the states, personally negotiating with the parties involved with not only stopping, but undoing the damage of where  spewing of cement or muck or acid matter was ruining a river or a waterway. And in those three years, we have done more to try and turn back pollution than it takes, on some cases, in decades."
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"My top priorities in foreign policy, in the relationship of America to the world, would be similar to that to what theyss why I asked the ach, the hrion we have for this debate made me a CFR member back in 1976. Its coast as a member, when knew I was gonna go all of these lie detector tests, I knew I was gonna run for the nomiation. I can tell ya what happened in 76  you never made it, so theyr not gonna let ya in now. And I have not made the effort to bequeath myself. So Im not a member, so nothing is out there that is cheating. Its ns been like  Ive been a member for a year, and theyd kick me out. Did you see that Dean Garrett? Hes uh, he headed, dont ask me how I know this. Uh, headed the CIA in Moscow. Uh, for five years. He has resigned his membership. Because of our lw of non-nullification in regard to SALT II. He also was outraged that going behind the backs of Congress, they gave away Im gonna cease, I assure you. Uh uh sold for fifteen million dollars, they gave away fifteen million dollars, that at John Carr, Mississippi or transpon,. Castro sold to them on the market. Full open sell. Oh, so theres a human rights violator. Put those nine thousand tons of weaponsss over at the Union. And we bailed him out."
What reforms would you propose to improve the education system?,"Mr. Lacy, I said in 1979, and Ill repeat it again here today what I said to an audience in Illinois about the deterioration of our educational system. I said you cant blame it on the teachers, you cant blame it on the administrators, you cant blame it on the local school board. The blame lies right there in Washington, D.C. because of the bureaucratic overload that is turned out in the mazes of Government every day, that our local school boards must work their way through before they can educate our children. That was the same comment that was made by the chairman of the House Education and Labor Committee. hes a Democrat. He said the greatest single problem in education today is that teachers have lost control of the classroom. Those are the kinds of things  spending is not the answer to education, because I pointed out then, we doubled the budget for the Department of Health, Education and Welfare under President Carter during his administration. And where did the money go? Into more bureaucrats and more buildings and not one more classroom. What I suggested is this:  to remove that overload that has deprived the teachers  and Id like to salute teachers. And given the difficulties that they have, the dangers that many face when they go to work  even kindergarten teachers  they are doing a magnificent job and they should be praised for it. But, theyve been deprived by this overload of red tape, rules and regulations, of the thing that they really want to do, and that is educate our children, give them scholars. The second thing Id like to see done is an idea that I stole from Mrs. Carter. She had met with a group of teachers and then she suggested giving every teacher a gift, a 2- or a 3-hundred-dollar voucher or gift certificate that they could use to buy things for their classroom. But we had already planned on doing that and turning it into a competition for local school boards, where they would compete with each other and each one  some of them  a large number of them would wind up with several hundreds of dollars that would go those surplus items that they never have money in the budget there to buy, to enhance the education of the children. The third thing well do about education is expansion in vocational education. We talked there in Grand Rapids about a new city that has received a grant from us and that is starting to grow as a new town inside our country. And when I flew down there, I saw open fields  not a building  but the beginning of a new city. And in that city, in the planning for it, is the finest vocational education. Traditional skills, and I know because Ive tried to hire many people who have mastered those skills in other countries because theyre not here any longer, and we find ourselves unable to do the very things that used to be done in this country. So, our expansion will be voluntary school busing and the freedom that that gives. And the two other ideas that I have with regard to classrooms and what they might have."
How will you restore trust in government and ensure transparency in your administration?,"I will do it by ensuring that each one of those that I appoint  and I promise you that I will appoint many, many people to high jobs throughout the government  I will make sure that the people I appoint are people who have the required skills, but also people who are honest, people that have integrity. Why, I thought that the committee, when they had the long, long hearings on the Ruckelshaus appointment, that I thought Mr. Ruckelshaus had the integrity so that he could start to restore confidence in our executive branch, and I had that feeling based upon the hearings and our own personal knowledge of Mr. Ruckelshaus. But in addition to that, I have directed each one of my appointees, and any future appointee  secretaries, directors of bureaus, everybody  I said, A Tell it all to the Justice Department. If you have erred in the past, make sure the Justice Department knows, because if they know, then I will know, and if the Justice Department clears you, the simple fact is you have come clean, you have not hidden anything, you are innocent, we will know it, and the American people will know it. I can assure you we will have integrity in government, and we went the extra mile as departures from the prior  past administrations to make sure that we have done everything possible. We have the most sophisticated conflict of interest law on the books today, with the tough moral codes that we have adopted. So I assure you, we will have integrity, we will have confidence, and it started. We had John Rudd, who was head of the United States Travel Service. Hes the one that they accused of spending a great deal of hard-earned taxpayers money, wasting Government funds by advertising in Playboy and various journals. John Rudd had been there for 2 years. He came to me and he said, Mr. President, I think I must leave. I have been accused. I have not erred, but rather than fight it out, I will resign and go back to the subjective, the objective of getting rid of allegations against this administration, and Im confident that well have that kind of quality in this administration."
What policies will you pursue to ensure equality and protect the rights of all Americans?,"Yes. Yes. Yes. Supremacists of any kind have no place in the America, the land of opportunity and, uh, justice for all that we believe in. When the first Civil Rights Bill was proposed back in the 1860s, it was done at a time when the Democratic Party was the party of the Confederacy, when the Ku Klux Kangs had just been started, when the Black Codes were in force and so forth. It was the Republican Party, the new party that had been formed, that wanted equality for the freed black slaves. Now, the uh  Democrats uh never supported Civil Rights legislation from that day straight through to the 1960s. The first Civil Rights Bill that ever received the signature of a president was in 1888, and that president was Benjamin Harrison, the first Republican president. Now, when we got to the mid-1960s, at that time a Democratic president was in the White House, and the Democrats, for the first time, had a majority in both the House and Senate. And then something happened. While over the years, the Republican Party had been urged to adopt as a plank in the platform that the platform of our party be amended to make civil rights part of it, all through the mid-1960s, something happened; and that something was Lyndon Johnson. With his impact and the fact that the Democrats began to feel so guilty about their own record for 100 years, they then passed the Civil Rights Bill of 1964 and the Voting Rights Act of 1965. And then, with a Democratic Congress and Democratic president, once those bills were passed, they repealed the 1875 ban on employment and public accommodation discrimination, which had been nullified by the Supreme Court in 1883; and they reestablished it. We have supported that. In the housing field, I know of no one whose house has been open more widely to blacks than ours. My late husband had, when he was an actor, a black roommate in our home. Weve had more people of color, of both races, in our home, in our airplane, as guests and, indeed, in our employment. I think in all of that were practicing the evidence of trying to achieve the equality and dignity, and I certainly am in supporting the administration."
How will you lead the country through challenges and unite Americans with differing perspectives?,"Mr. Nussbaum, thank you. You ask a very, very interesting question. The short answer could be, Im a hard worker. I believe in the work ethic, and after many years of working in very responsible job in the private sector, I guarantee you, I know how to wok. But this answer,  heh, un uh, five minutes on the answer would take a little too long. But let me try to give you some very to-the-point examples of what the people can expect if they elect Gerald Ford and the Republican team. Mrs. Robinson has already heard too much about vetoes. Se preaches the gospel of how bad the vetoes are. I still maintain, they ought to be occasional presidential responsibilities. But if you look at the amount of dollars that we have saved by my vetoes, if you look at the hundreds of millions of dollars with responsible democrats, who have insisted along with are vetoes and we can do those things for the people. More Inflation can be stopped; inflation that Mrs. Robinson agrees with Senator Mondale about 8 or 10 percent this year. We can get to a better economy. But I think wheres a more personal touch to what Im suggesting ought to happen in four more years. In the East Room of the White House a couple of months ago, I had the privilege of meeting one of Americas Nobel Prize winners. Her name is Barbara McClintock. Mrs. McClintock is a fantastic scientist. I told her I would like to see her picture hanging in the White House with about half a dozen other famous women  Helen Keller, Frances Willard, and women like that. I said, barbara with your inspiration my hope is that maybe someday Ill be able to congratulate the first woman who ever discovered the secret of nuclear energy. Or the first woman that every flew from the Earth to the Moon and back as an astronaut. And she grinned at me, and she said, You know, Mr. Ford.  Im just making you one promise. And she said, if any of those things should happen in the next couple of years, if I make that discovery, or if I decide to join the space program, she said, you can guarantee Im not going to do it in a miniskirt."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Mr. Halleck, I have long felt that not only now but in the future, this nation should have a controlled immigration uh policy. I have suggested to the Uhh the attorney general that we close the borders until we can handle the uh backlog of five to six million people that are in the United States illegally. I think it is important that we Uhh first of all handle the problem, the immigration problem that we have in the country before there be any consideration of expanding uhh the legal immigration procedures. Now it doesnt require a lot of technicians to uhh lots of technicians. I would hope that there is a lot of history in the in the Department of Labor. But most of that history should have been uhh accounted for over the last several years when many of the temporary worker programs were uhh came before the Department of Labor. The problem is that a lul labor program, a guest laborer program, does displace some labor here in uhh displacement here in the United States, as uhh we saw uj down in Florida. I would hope that the Bureau of Employment Security does collaborate with the Department of Labor in the labor market analysis to see if a surplus of labor exists in the United States, for uhh the types of laborers that would go to work in Florida, that would go to work Uhh as the McGovern-Shriver ticket indicates. Uhh Their labor of choice, whether theyll be Uhh saws or uhh uhh Uhh whatever uhh implements theyll be using out in the field. I hope that theres some balance there. For the commute many of the people who have come here illegally lives here. Theyre full productive taxpaying Americans and are contributing significantly and I hope that thousands and thousands of them have the opportunity to uhh have  a road to uhh  to verity their illegal behavior over the uhh last several years."
