Question,Model_Response
How will you ensure that all Americans have access to quality and affordable healthcare?,"California now has one of the finest health-care delivery systems imaginable. Our health-care system of the future under the plan that were enacting over the next five years will have the family secured with a family budget around which we can all plan. Prescription drugs will be included, hospital care  teaching hospitals  theyre all included; major medical catastrophies  theyre included. Why? Because only when the entire family is included  mother, father, children, grandchildren, the entire household  can we all sit down and plan the costs of health care and avoid when possible sickness requiring health care. The same as were doing in California. Fifty percent of our working people without expensive bureaucracies and all that were able to provide 50 percent of the working families in California insurance without government programs or subsidies.  We have now available in California for the first time since mankind existed, actuarial statistics on the health of our population. Well, underinsured like they do in Texas, as President Ford is proposing; well have equal health care coverage. We wont let people without money go to the private hospitals. Well have the semi-private, substandard hospitals for poor people. And well do away with plan like hes pushing. Its punitive and almost draconian in approach. This is a healthy nation. We ought to be able to have health-care costs which are modest by putting everybody together, making everybody responsible under the same budget. And the final result will be that well provide health care for the 40 million that we dont have it now for, health care for the 40 million that we dont have it now for, the 40 million that werent paying before, and the health care for the 40 million that we do now have it. And well use the increased improved productivity of the health care delivery system and everybody paying in to keep the costs per person down. Itll work, and well do it."
How will your administration address the pressing challenges of environmental sustainability?,"Well, first of all, I disagree with the basic premise of your question, although I accept the fact that were working off limited data. The facts that Ive given you on comparable costs in Japan and Germany are correct. If we extended the life of our fossil fuel-burning utilities by belatedly providing air pollution control equipment, those companies believe it would add something in the vicinity of between $4 and $5 billion dollars to the cost of the plant. We believe also that solar power will go ahead extremely fast. The rate of jumps in efficiency of solar conversion cells has been remarkable. We now have a major program underway, begun recently, to have a high-pulse, high-power CO2 laser, which gives an indication that we might utilize that in the very near future, within five to seven years, to provide a cheap way to convert fossil fuels into energy. Weve also begun an extensive program with wind power, which could also bring an indication of large-scale low-cost wind electric capability. We also believe that tide power, as one of a number of alternatives, will begin to show promise. Weve begun to do research and development on helium 3, which is one of the rare isotopes, if not the rare isotope, of helium which is found on the moon, which, theoretically at least, might some day provide an excellent and cheap source of power. In addition to that, we have the nuclear fusion power, which, of course, is many years down the road.  We believe all these things joined together, plus the potential for conservation, would indicate that we have a tremendous success ahead in changing our energy supplies in a way that will not destroy the environment and will not, therefore, cause additional food prices increases, because the use of coal-trying to increase the use of coal by eliminating the air pollution control requirements on coal-burning would, of course, involve very seriously jeopardizing environment. And thats why these companies would not do it to start with.  Its also why we think our Clean Air Act Amendment Program should go ahead very rapidly. Most experts believe that we can reduce air pollution in this country, including very markedly the sulfur-dioxide content, without additional use of coal, and maybe even putting some new stringent quotas on the use of coal. So, were able to move simultaneously toward a cleaner environment and at the same time, a vastly enhanced energy supply system.  I believe that this will be the case. If Im reelected, the context will be completely different; there will be a uniform program across the board. The control requirements will be established, and the utilities and the system can operate efficiently. There wont be all the additional costs that have now been imposed, all brought about by this whipsawing exercise. I deeply hope that Im wrong and that we would not have any major electric power disruptions, but a number of experts have predicted that if we keep this energy program going according to the current schedules, we will have major electric power outages in the next few years.  We believe this also is wrong. We believe it can be controlled. In fact, our original plan was to reduce by 2 million barrels a day, the use of imported oil, and we far exceeded that: we went to 3.6 million barrels a day reduction fairly rapidly. We believe that this can be correctively controlled also by a uniform and sound energy program. Each of the factors that I listed would contribute tremendously-an increase in the availability of energy to this country and overseas, plus a decrease in the use of unwanted fuels such as oil, plus a decrease in energy use by enhanced conservation techniques, would all be to the good, and I think that with the joint teamwork efforts of a governor and a president who are knowledgeable in these areas, we can move very rapidly toward a successful adjustment to a non-inflationary, lower tax, increase in jobs and upward moving society."
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"The first requirement of a president, the commander in chief, is to keep the American people safe. And I think that a president must clearly define his priorities with respect to defense and exercise that responsibility over the Joint Chiefs and the secretary of defense. Not just accumulate power, but to insist that the power be used, that the capacity for war be  not to wage war, but to prevent it. There must be a deterrent force. The second requirement is to see that we eliminate the chance for nuclear war. A no-win chance for any war. And the last war, which we would lose in any event, is a nuclear war. There must be a reduction of those nuclear warheads. And a president also has to pursue a foreign policy that is not only a continuation in the Baroque sense, or a balance of power policy in the traditional sense, but must be a moral exercise. No president can be great just because he governs well and commands a great army. Thats what a dictator does. Anakathesis between th power of the presidency and the people must be given to the people, so the presidents great exercise of power is to release the power of the people so they can reform their society."
What reforms would you propose to improve the education system?,"Let me turn on the bright light and title this meeting, The Dummies Guide to Education. No, thats not fair. But let me tell you this about the education system of this country. For twelve years we have tested our kids in  uh math and calculus and weve given them boards. Our  our teachers have been trained in not ubiquitous uh administration but instead in how to work with our children and the governmental policies with respect to education have been flabbergasting. For  twelfth years running, long before the one percent cap on the income tax and long before the  kinds of welfare, so-called municiple charity turun, we have been giving one hundred and fifty billion dollars worth of scholarship grants, loan programs, work programs, tax credits, uh uh uh  [BLACKOUT]"
How will you restore trust in government and ensure transparency in your administration?,"This has been a tragic evening, because we started with hopeful feelings about tonight, and they fact that we could demonstrate a real contrast between ourselves and our opponents. But this last exchange has brought all of us down to the past, and not able to concentrate our future. I dont know how I have somehow lost the trust of the people. I feel it in my heart; it hurts me deeply. Ill tell you one thing: my Mom used to say, she said, Jimmy, you tell the truth. And if people get angry at you, thats their fault. Well, Ive done my very best. Im gonna tell you the truth. Im not perfect; not everything that Ive attempted to do has been successful. I made mistakes along the way. But Im going to try between now and Tuesday to show you beyond any doubt that what I say is accurate. And Im going to hold a news conference tomorrow, and every day leading up to election day, and Im going to do my very best to answer every question that you have to your satisfaction. One thing that we have tried to do for four years is to have a government thats unlike any youve ever seen in the past. I can also say this: with a complete air search of the North Atlantic, we still cannot find a plane that Ive ever flown. So if you try to go from the charts, thats not a good way to go. I think that were not perfect, with fewer mistakes. But in my view, between now and when you have to make a decision, I hope that Ill be able to do the same things that Ive done up to this time, and that is to tell the truth."
What policies will you pursue to ensure equality and protect the rights of all Americans?,"I think that the first requirement is political courage, and a willingness to make difficult judgments. For many years now, since  the mid-1960s  we in this country despite Republican opposition have had a bipartisan commitment to civil rights, to human rights, to the equal rights of women, to the protection of groups in our society that are disadvantaged, poor, and to the reasonable expansion of the welfare net  not as a permanent burden, or an indictment, or a description of our nation, but as a basic protection of our  human rights. Mr. Reagan has not shared that commitment, and we see it over and over again in his leadership. I believe that a President must lead with courage and not turn over the country to the special interests, which is what Mr. Reagan has done. He has loaded the Cabinet with people who oppose the enforcement of civil rights legislation, who have been overt, either in their statements or in their philosophical commitments, in opposition to Affirmative Action. He has tried to eliminate the Department of Education, and quite frankly, its  its insistence on equality in education opportunities for women, and the handicapped, and minority people. The  the nation is better than this, and a President must lead, and I think that my experience in the Georgia legislature, and the governorship  and Im not talking about political courage in a partisan, narrow sense  but for the service principled leadership of all the people, as contra-distinguished from the special interests and the wealthy. Thats the primary duty of the President."
How will you lead the country through challenges and unite Americans with differing perspectives?,"Yes. Well, I think that in the debates, that uh answers questions posed by uh uh Helen Hughes, who is uh uh my proposal for these debates uh  the Commission on Presidential Debates is necessary so that you wont have these little theatricals, but you will have a chance to respond to the other persons comments. I have a statement thats uh  brief, and Im happy to make it."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","There are two ways ive been talking about it: long term and short term  long-term action and short-term action. This administration inherited a situation where estimated by the former republican administration that 8 million aliens were living here. Theres no way to deport them. I think thats the correct approach. I landed on a compromise between Mr. Reagans approach and President Carter. I feel that we must have a temporary work card system. If an alien comes in here illegally, it can stay if his employer is fined for hiring an illegal. That way they take the job home. That approach also defends against the intrusion of other nations into our affairs, particularly Mexico, whose own economic problems theyre trying to export. Also, we are making great strides down in Central America. By giving economic assistance tied with humanitarian assistance and human rights, were able to create jobs in those areas. Therefore, theyll have less need to come up to this nation and perhaps make it across our borders illegally. Short-term investigations, of course, with the boarder control, those two aspects together will help alleviate."
How will you ensure equal opportunities for marginalized communities in our country?,"Under my plan  [applause]  under my plan to abolish the Federal wage ceilings, I will give those women and minority groups who havent been able to get in on the minimum wage increases equal opportunity to do so. I would also instill a requirement that diversity, equal opportunity, affirmative action, be included in the contracts required to be fulfilled, if the contractor has a contract with the Federal government. For instance, Mr. Fords  Mr. Fords position on foreign aid is to grossly cut it. Mine is to expand it, especially in assistance to the developing countries of Africa, because I want to see, as this young man said from Seton Hall, with equal opportunity for people in the developing world, we will have a much better environment, a more stable country, a chance for us to sell goods overseas and not be regarded as a pariah among those nations."
Why do you believe you are fit to be the next leader of the United States of America?,"I believe Im fit to be president  uh not just because Ive been trained, going to law school and being a public servant for forty-four years  thats important, but also the experience Ive had. Ive also had the experience of life; Ive struggled against injustice and understood. I went to South Africa when they were fighting apartheid, and I understood their struggle for freedom. When I went to Berlin, I stood at the Brandenburg Gate and I understood the struggle of those behind the Iron Curtain who are trying to get the freedoms that we enjoy. Ive reached out everyday of my life. Ive helped the poor. I was a juvenile court lawyer for a long period of time. I fought regularly in the big cities against city hall and I stood with the people, whether it was represented by the police or the firemen. And I understood their plight, too. I was the first president to represent all the people. I understood why the wealthy were wealthy. I helped restore the economy so the middle class did thrive. We had hip businesses out there that were functioning. I understood the importance of technology. We were the first administration in forty years to finish our term in office without a budget deficit. And we were the first in sixty-five years to cut the national debt, because Im not only a lawyer, I was a process and outcomes and oh, yes, Im an engineer. I understand how systems work and you have to understand the nature of problems and get the extremes out of there. You have to reach out beyond yourself; why you think vice-presidents  future presidents  we pick them because they can get along with everyone. I can do that. Ive reached across the aisle not just to my party, but the other party  never gotten in trouble the other party. Oh, yes, Im foreign born, but my families been here six generations. I speak five languages  I know. Theres not a culture on this planet that I have not had to study to gain the trust of am interview of our people. Yes, I am tough; my homework three times through. But I reach out, and I can work with all the people. But you have to be really bright, because its a complex time. And you know, you cant run symbolic politics. It aint easy."
What is your overarching vision for the country?,Ryan didnt mention republicans in that question.
What is your plan to manage inflation and ensure economic stability?,Do I get to answer the question?
How will you create jobs and reduce unemployment across the nation?,"Jobs are created in a free enterprise system by the investment of capital in an atmosphere where its profits are assured- and are threatened by excessive taxation or regulation or by inflationary spiral. The next president of the United States does inherit a situation unemployment, about 5.9 percent. But he has the opportunity and must do everything possible to bring it down even to 4 percent approximately by the end of his term. I think there are two primary avenues for bringing down the unemployment rate: one is to control inflation, and the second is to insure that the American worker is the most productive in the world. In the last 25 years American average hourly wage has gone up about 85 percent. But in that same time frame weve averaged about 40, 41 percent productivity. So theres been a profit funnel that has kept profits up in keeping tax brackets up. The worker is still ahead but not much. We can do one of two things, to get the same result: we can continue inflation, and that has forced productivity to be high, because of competition. Or we can do what Im committed to doing: control inflation so that we do not have the pressure of high prices, and that insures that both the employer or management sector share profits, and also the worker with a raise in that productivity. thats number one. And number two is to concentrate on two avenues in particular that every recent studies by all the major business associations, the Chamber of Commerce, the National Association of Industries, the National Association of Manufacturers, and so forth have pointed out can create the most jobs in a new way: international trade. Our trade balance has gone down so that about $60 billion a year goes to Japan in payment of debts. We can hold this trade uh money in balance, and hopefully achieve a surplus, by increasing our own exports and decreasing our own imports by about that same amount. This would create four and a half million new jobs in about four years. And finally, two, in the building trade. Every major engineering association has said, including the American Society of Civil Engineers, the National Society of Professional Engineers, and the Electrical Engineers, uh chemists associations, have said that we have a tremendous backlog in efficient energy use, conservation, recycling, retrofitting, and waste disposal. And if we pursue a vigorous commitment toward that, we could create eight or nine hundred thousand new jobs in the building trades again in about four years- additional to what weve already, uh achieved during this last year. This would have a very favorable impact in both employment and in industrial production, and I think would assure us of a balance on our budget as well."
What steps will you take to balance the federal budget and manage the national debt?,"We understand that the steps we have to take to bring about long range deficit reduction, eight successive years of it, and ultimately bring about a balanced budget, must start today. Both of us have said that in 1982, January, were going to begin to bring about a balanced budget; that means we have to bring about a $100 billion a year cut in spending somewhere, or increase revenue somehow, most likely by the internal revenue code revisions that well make that will raise wed make that would raise perhaps $12 billion. I have earmarked two areas for cutting: One is a 10 percent across the board cut in discretionary spending programs, and the second is a $25 billion cut in defense spending. Governor Reagan doesnt want to see any tax reform revisions at all. We disagree on that. He doesnt want to see the reinstatement of the oil depletion allowance or the investment tax credit. Thats the area of disagreement. But the area that we agree on is the goal of a balanced budget; the problem is when do we start? I say we should start right now, and well have it done in 4 years."
How will you ensure that all Americans have access to quality and affordable healthcare?,"In the life of this administration, 6 million Americans lost their health insurance because her employer dropped it. Were going along with that, apparently. The Republican leadership in Congress has already budgeted for their own high-quality health care, conservative court justices, and a big tax break for the wealthy. The wealthy are doing all right. What weve got to do is lift the low- and moderate-income Americans, especially those who work 40 hours a week. House Republicans just proposed a minimum wage that would have the beauty of restoring the buying power of 1956. That doesnt work either. And the latest sleight-of-hand out of this administration is the proposal that Republicans support a balanced-budget amendment to the Constitution. If its so good, why not practice it now? One last thing: Weve got to do something about those congressional committees that have put a million lobbyists on K Street in Washington to fight health reform. When I tried to finance health reform with a modest assessment on employers who dont now provide health insurance  which the business, small-business community supported, the Chamber of Commerce supported  guess what: THE TRIAL LAWYERS LOBBY, EASY MEDICAL MALPRACTICE INSURANCE REFORM LOBBY, AND THE HEALTH INSURERS LOBBY PUT A MILLION LOBBYISTS ON K STREET TO  TO STOP IT."
How will your administration address the pressing challenges of environmental sustainability?,"I want to ask about the Gramm-Rudman Act. First of all, why did you sign a bill that you said was unconstitution and, second, what will your administration do to uh remedy the problems that the action of the United States Supreme Court have made imbecilic?"
What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Ive given you a pretty full outline of that basic policy, but let me just repeat the headlines: Defense strength  for the first time in many years under this administrations policies we are building and with that strong defense strength we are committed to a peace that is enforced by that strength. All that commitment, though, must depend on a sound and viable and living economy.  The trade relations, alright, with other nations of the world, opening the political arenas. There is no question that we will face difficulties with the Soviet Union in the future and during the next four years. But there is no question, I believe in my mind, that this potential for disaster can be managed. We will most likely face an arms race. If the Soviet Union continues these frightening build-ups, we will be forced to make corresponding responses. The military strength  the Soviets will remain our competitors, and I think it wont be managed. And we will be thrown into the arena of competition. Competition fosters tension, and thats a time when there will be a dangerous instability. In regards trade, I think its good that we open up the political and human arenas. This administration has created a climate so that Soviet trade goods are more competitive on the world market than are our own, and our trade deficit gives the Soviets an opportunity to trade with the West and especially our competitors in the East, West Germany, in France and in Britain particularly. So we are clearly isolating ourselves in that area; the Soviets must be the winners, we must be the losers. Tension  the defense responsibility is the one unchanging obligation that a President must face. And terrorism will follow as a shadow to that great power rivalry, and our international interests will prevail and continue, and we will have to face those shadows with a continued, real, in-depth, high-tech defense community."
What reforms would you propose to improve the education system?,"I would reduce the role of the Federal Government in education. We just heard the Presidents reference to the disharmony and the differences between the various racial and ethnic and religious groups. Do you know wheres thats happening to a great degree? In our private educational institutions, wheres the Federal Government now requiring testing, and requirements that have never existed before, so the students  particularly the minorities  are not going to be able to afford private education anymore, where theyve been going to keep peace in the family. And that disharmony, wheres it happening? In our public schools, between the Title IX and the special groups and everything else. Weve got to give the control of our schools back to our local levels, to our teachers and our parents. Thats what was done in 1953 when we purchased prayer in the classroom. Goodbye education, all the standards went to hell. The Federal Government never corrected that at all. And for 20 years weve been falling further and further behind in an international comparative scale of education. Now, the Presidents enormous outlays for education  and I commend him for that  have gone into administrative pap. Theres no question. Ive gone through the reports. The American people got a raw deal with that. What weve got to do is weve got to give that control to tell our teachers the parents their experts, not the court, not the bureaucrat in Washington. I will give them the tools to get the job done. Thats what weve got to do."
How will you restore trust in government and ensure transparency in your administration?,"I was amazed to hear Vice President Mondale say what he just said: That Id just have to get the people back here that I had to fire. Thats comparing my desire for a  responsible, open government with that of Richard Nixon."
What policies will you pursue to ensure equality and protect the rights of all Americans?,"Mr. Mondale and I, if we are elected, will be bound by our Constitution, by our laws. We will admit our shortcomings. All of us have shortcomings, all of us as human beings still have far to go and well never fully achieve our measures of justice and liberty. But remember one thing. Each of these special-interest groups doesnt ask for anything special. Each one of them asks only for that those liberties, that pursuit of happiness, that quality of life that each of us  you and I  assume by virtue of our birth and by virtue of the greatness of this nation. That surely is not too much to ask."
How will you lead the country through challenges and unite Americans with differing perspectives?,"Every president in this century has faced a severe crisis. There have been two massive depressions, a civil war, two world wars, the Korean conflict, the Vietnam War. And every president, whether Republican or Democrat, has found a way to draw strength from that division and also to provide for a national leadership. I think the best  or one of the best examples in modern American history is President Eisenhower. He was a Republican president, he served 8 years under two Republican Congresses. But if you look at the Bureau of the Census, the two ones, the two sets of eight years that had the highest increase in minority  or in civil rights legislation was under President Eisenhower. Despite the fact that he was a Republican president, despite the fact that his party controlled the Congress, he sat in the Oval Office and as President of all the people provided a leadership that reached across party lines and across sectional lines. We desperately need that in the years ahead. There is no way in which one part  one faction of our country can try to dominate the other ones. We are all in this together. President Kennedy said in his inaugural address: We should not be fearful of a new era in our common history. Well, I am a southerner. I was born in Plains, Georgia. I went to public schools, and I went in the Navy. I served in the State Senate. I served in this body with the most precious legislative institution maybe in all human history. I have served as governor. I have done everything my potential as a citizen has allowed me to do. I am married to a very attractive woman whose grandparents came over from Scotland. I have a  I have a good family heritage. I think that if I am elected that every American will have had the same opportunity that I did to serve. I yd yes I stand for certain principles. We are having a crucial election. I am a Democrat. My very presence here probably concentrates focus on our party. Now let me say that I am not ashamed to be called a liberal. I am  I am proud to be called a liberal. But I am probably a liberal like most of the people in this audience and most of the people who are watching around the nation. That is, I believe in fairness and justice and compassion. I believe that wealth should be spread around. I think that energy is omnipresent and that there is no shortage in energy but rather a man-made crisis. I believe the same thing about natural resource and about land, about air, and about water. I am not a right-wing liberal. I dont like the way the energy situation has been handled. I dont like the tax credits for wealthy oil men and the tax penalties for poor low income families. I dont like the way we have had two massive cutbacks in our environmental protection safeguards. Im sure that you feel the same way. But lets not divide ourselves into two parts and stand in opposition. I think once this election is over with, you will see a restoration of the confidence in our nation, the unity of our people, and a feeling that all of us, regardless of rich or poor, or black or white, or western, northeastern, southern or midwest-neighbors, that all of us together are part of a great country and that we can do great deeds. I would love to have the chance to lead to that restoration of national strength and greatness. I think we probably now have a minimum probate chance with a President who can lead us. And if we can put our nation back up there on the pinnacle where it belongs, then that in itself will serve as an example to the rest of the world. We are not on that pinnacle today. We no longer enjoy the respect of the rest of the world. But I think to be great, we dont have to be mighty. I think if we set our goals high again, our foreign outreach and strength will be not one based on military power. Perhaps it will not even be a prerequisite of economic domination, but a cultural example of political and economic fairness and respect for the human rights is the best example we can set up for the rest of the world. Well, let my presidency be free of disgrace and let it be one characterized by a sense of hopefulness and not a feeling that we now hiring the police nation that we have to have to defend ourselves and our neighbors, but let us reach out in that way. Johnson used to call it the Great Society. If we can achieve that domestic greatness, if we can set an example for the rest of the world based on that, if monuments are not based on monuments of concrete, steel and aluminum, administrative edicts, and military might but rather in the attics of childhood, with the books in the our country, in the street corner, in the neighborhood community where families lived together and where citizens had the right to control the affairs of their neighborhood. If we can restore that, then I want to tell you that that would be leadership that might make us worthy to have once again that great honor to be called the leader of the free world."
"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Youve just heard Mr. Reagan talk about the braceros. Theres 7 percent unemployment in Mexico; theyre not going to come here. He also just offered in the last debate to cut the quotas for illegal immigrants in half. I dont know how he expects to see this number go down, but we will have increased unrest. When we went to Mexico a few months ago, we were besieged, besieged by Mexicans who wanted to come into this country, and most of them were very good, solid, law-abiding people, and they wanted safe haven. This President—and Ill be glad to say that were going to fully implement the immigration reform bill; my predecessors did not. In the second term of my administration, we will fully implement the immigration reform bill, which gives us the opportunity to analyze and track who illegally comes to this country. We will also have additional border guards. We will also have additional computer systems to track this down. But these people are coming here for social, political and economic reasons. And in economy, while we have the present unemployment, these people wont be coming. But you know, when the Mariel boatlift took place, just a small number of boats or ships brought in over 120,000 "
How will you ensure equal opportunities for marginalized communities in our country?,"When I was governor of the State of New Jersey, I had inherent, because of the Court, uh, the Commission responsibilities the uh Bureau some things that I did that I was responsible for  but for  which I didn~t have the absolute responsibility for the  the outcome. Ah, I had a responsibility for antique parallel that time a program called 299. And in that case I found that um we were finding equal opportunity being afforded in the hiring of blacks and hispanics in the cases of   in the instances of private industry where government was an active partner. Ah, I found that in the trucking industry that was the same case that we found a  greater respect and greater  uh achievement in the goals of hiring among blacks and among hispanics again where there was involvement by government. The courts have done a great deal. The uh,   equal-employment-opportunity efforts by the president and by secretary of labor, have done much. What~s~ve found has  unfortunately  looked at the ghettos of a  of a  city or of area around a county or state prison. Ah, there we~re in~ter-,  the living standards of [o-oor] bordered on the life zones of those who~re confined to prison. Ah, What um, ah~  what we found [in the in] instances where there were no bond issued no contracts um, out for  by government, was a retention of all established patterns where um blacks and[awk] hispanics still are  aren~t hired. Now I think uh  equal em-  equal opportunity in employment would~ve been achieved to a degree uh by 315 or 316 of this administration uh Equal Employment op-Opportunity by    uh the courts and  involved with the uh president in the secretary of labor. I don~t know if  what step or if any step has been taken since uh mr mundays te  report indicated that very few people uh frankly were being hired in  in government because of this many bothered to  do something uh, to alleviate jalan[] conditions uh before there was bonding contracts for-  work uh, out uh-  outside of  of pr-  government . Uh, ah, discriminatici  in credit is extremely important, uh  d-  discrimination against private enterprises very important iRI FR[ffonly HAVE-pliance with affirmative-action grr  in other] uh areas in  in, uh,,, in contracting uh  private uh, enterpr-    is very much needed in-  in other areas where the government is linked uh to those who live in the area around uh  the prisons those  those who  those  those  that  that y-,  uh  y~-  y-  y~  y- uh-  uh  that~s uh one thing."
Why do you believe you are fit to be the next leader of the United States of America?,"I came into this office 6 years ago as a novice. I didnt know that much about government. Every day  every hour  has been a learning experience. Ive had a chance to understand intimately how the White House operates, how the executive branch operates, how the Congress operates, how the Federal court system operates, and sadly sometimes how the news media operates. I believe Ive had the chance over the past 6 years to see this country in its strength, in its weaknesses; to see what we have accomplished together, you and I; and to recognize as well the deep emotional commitments which all of us Americans have. One, to let this country be free; two, to let our citizens have equal chance to fulfill their God-given potential; and three, to let this nation, in a peaceful way, be an instrument for peace in the world. Ive had a chance to lead this country, often in the face of severe criticism. I had obstetricians a couple of weeks ago saying that every time a baby is born alive, they owe my administration a debt of gratitude, because they blamed me while that baby was inside the womb for its difficulty in being delivered. It reminds me of an old story about a fellow who was crucified between two thieves. One night he dreamed he was due to get a medal. Time delayed had failed him, but hes still been an inspiration to those who came after him. This is the type of experience Im talking about. In life Ive also had my has a very happy one. I was reared in a lower middle class family. I went to school on loans and scholarships. I worked my way through college and law school. I try to listen to what people have to say. I dont always speak at them; I try to speak with them. I think that this nation now stands, both at home and abroad, in a very favorable and positive position. We have a chance not only to remain a great country ourselves and lead by example, but also a chance to teach others. Weve changed the climate of the world, since the dark days of Watergate and Vietnam. We now stand as a people who are respected around the globe. Our economic influence has been tremendous. Our military influence is one of strength. Our nation now stands ready to fulfill our commitments, our capacity, our potential; a great nation at peace, with a balanced budget, with people employed almost 100 percent, and at the same time ready to reach out to the future with new knowledge and new strength. I believe Ive learned from the past, and I believe in my own life Ive been well-rounded, and Im confident, knowing as I do, my own country, that Ive traveled across its breadth from Bangor, Maine, to San Francisco, and from Detroit to Miami, and having been a governor and a long-term legislator, knowing the government and the people well, both in joy and in opportunity, Im confident that I could lead our nation to a stronger future as Commander in Chief. Thanks."
What is your overarching vision for the country?,"You know, let me just answer it this way. I was sitting in the Oval Office when a guy named Paul Volcker, whos pretty well known in your circles, I hope, called me in and said, Im about to raise your interest rates to 22 percent, Mr. President. You may lose your re-election, but we have to do this. And you know why he did that? Because inflation was soaring all over the world, and interest rates went up. And every American who borrowed money had to pay through the nose. But we stood firm on the budget deficit, and its coming down. Now, the difference between me and Mr. Bush is, when he has a choice between economic strength and an election, he picks the election. Theres the difference. This distinctions between the two of us are clear. And with all respect to Mr. Shultz and Mr. Baker, with whom Ive worked for, and respect, Mr. Bush speaks  Mr. Bush speaks for himself. And Reaganomics 1986 was the way the President of our country wanted it. And it made a bad situation worse."
What is your plan to manage inflation and ensure economic stability?,"Nothing has ever hurt a nation more than persistent inflation. If you go back in history, every time we ve had inflation, we ve had unemployment to go with it, and we still have a terrible national debt. Inflation is a hidden tax, because people who are well off, they can protect themselves, and they ve done it. The poor and those on Social Security dont get automatically adjusted upward for inflation and don t have the capability of investing in a way that protects them, because inflation taxes your savings and income. Now, as far as unemployment is concerned, the best way to deal with the persistent unemployment this country has had for years 618 percent is to have a rapid economic growth, but that goes hand in hand with controlling inflation. I think that President Ford would find it impossible to balance that budget with that tremendous tax cut, which is part of his platform, plus the $40 billion he gave away with that spending package right before the election. And I believe he has no hope of managing the economy in the right way without going into a recession, which would increase unemployment further and would increase inflation even worse. If I am fortunate enough to be elected president, I will at least do what every business executive in this nation does and that is to utilize the President supremely interested in the economy to be involved in the management of it. I will have experts, competent people, who have demonstrated skills in economics working with me in the White House so that this nation can achieve an intense and desired rapid economic growth, combined with the discipline in the Federal budget that keeps the inflation rate under control. That goes hand in hand with a third prerequisite, which is a sound monetary policy. We got into this inflation because of huge increases in money supply. And we still have to have a sound monetary policy that lets money out into the economy so that economic growth can be achieved with a system that controls inflation. Under those three prerequisites, we can have an American economy that both grows with jobs for everybody and keeps the inflation rate under control. It will take hard work and a skilled administration, but I believe with that kind of partnership that the American people can count on, we can at least expect results."
How will you create jobs and reduce unemployment across the nation?,"There are two areas in which we can have a very good chance of reducing unemployment very quickly: One is through an im [sic] im finally implemented uh housing uh programs. The two million housing starts that are uh pledged by Jerry Ford, which will not be realized, would create 600,000 jobs. I believe we can do that by fifty or  75 percent. We can make a great start towards uh a revival of the housing industry, and this naturally uh contributes to the overall uh health  health of the economy and follows through on  on related jobs. The other area is through uh transportation. The construction uh transit systems that have been promised uh throughout our cities thats been stalled  stalled now for more than two years by this administration, I believe we can be realized. This would create additional uh  600,000 or more job opportunities. And in addition to this strong areas of employment, employment opportunities will  will occur in other parts of the economy. I do not believe that the so-called market mechanisms is the way to go. I dont believe that you can just wait for the labor market, uh supply and demand to determine when uh people will go to work and when the economy will be uh revived. I think that the uh  direct approach where the government can play uh a strong supporting role in a balanced life with uh a  a private economy is the best way to go. I dont favor uh the compulsory work experience, programs have been tried in the past with only limited uh success  success. I believe that a more general uh approach with uh the providing of adequate uh jobs, uh adequate work atmosphere, provision of education, uh training facilities, that this is the best way to uh achieve our  our national goal."
What steps will you take to balance the federal budget and manage the national debt?,"I said that I would veto any budget that didnt balance by the end of my 4th year. Now, thats a great improvement over where we are today. And Im going to tell the American people and you this evening what Im going to exclude from that balanced budget requirement: One, interest on the national debt; two, Social Security. I think its more important that we protect our senior citizens than that we protect wealthy people who have an influence in Washington. And third, the defense budget. Ive been criticized for this, but heres the point: I do not want to start an arms race again. It takes about three years to construct modern weapons. If Im not elected president, at least they wont have three years to build it. So those three things were going to exclude. We will then have no trouble balancing the budget and stopping the massive increase in that national debt."
