,actor,dialogue,date,Party,word_count,gpt_4_mini_question
84,Mr. Mondale,"The basic decision of the Supreme Court is that each person has to make this judgment in her own life, and thats the way its been done. And its a personal and private, moral judgment. I dont know the answer to when life begins. And its not that simple, either. Youve got another life involved. And if its rape, how do you draw moral judgments on that? If its incest, how do you draw moral judgments on that? Does every woman in America have to present herself before some judge picked by Jerry Falwell to clear her personal judgment? It wont work. [Applause]",1984-10-07,Democrat,103,"How do you believe the government should navigate the complex moral and personal issues surrounding reproductive rights, especially in cases of rape and incest?"
85,Mr. Mondale,"I agree with that, and thats why I was a principal sponsor of a liberal adoption law, so that more of these children could come to term, so that the young mothers were educated, so we found an option, an alternative. Im all for that. But the question is whether this other option proposed by the President should be pursued. And I dont agree with it. Since Ive got about 20 seconds, let me just say one thing. The question of agriculture came up a minute ago. Net farm income is off 50 percent in the last 3 years, and every farmer knows it. And the effect of these economic policies is like a massive grain embargo, which has caused farm exports to drop 20 percent. Its been a big failure. I opposed the grain embargo in my administration. Im opposed to these policies as well.",1984-10-07,Democrat,146,"What is your stance on the current agricultural policies and their impact on farmers, especially in relation to recent proposals put forth by the President?"
86,Mr. Mondale,"In my opinion, as we deal with this deficit, people from about $70,000 a year on down have to be dealt with very, very carefully, because they are the ones who didnt get any relief the first time around. Under the 1981 tax bill, people making $200,000 a year got $60,000 in tax relief over 3 years, while people making $30,000 a year, all taxes considered, got no relief at all or their taxes actually went up. Thats why my proposal protects everybody from $25,000 a year or less against any tax increases, and treats those $70,000 and under in a way that is more beneficial than the way the President proposes with a sales tax or a flat tax. What does this mean in real life? Well, the other day, Vice President Bush disclosed his tax returns to the American people. Hes one of the wealthiest Americans, and hes our Vice President. In 1981 I think he paid about 40 percent in taxes. In 1983, as a result of these tax preferences, he paid a little over 12 percent, 12.8 percent in taxes. That meant that he paid a lower percent in taxes than the janitor who cleaned up his office or the chauffeur who drives him to work. I believe we need some fairness. And thats why Ive proposed what I think is a fair and a responsible proposal that helps protect these people whove already got no relief or actually got a tax increase.",1984-10-07,Democrat,247,How do you believe your tax policy will address the concerns of middle and lower-income earners who feel they have been disproportionately impacted by previous tax reforms?
87,Mr. Mondale,"The first thing is, everybody 25,000 and under would have no tax increase. Mr. Reagan, after the election, is going to have to propose a tax increase, and you will have to compare what he proposes. And his Secretary of the Treasury said hes studying a sales tax or a value-added tax. Theyre the same thing. They hit middle- and moderate-income Americans and leave wealthy Americans largely untouched. Up until about $70,000, as you go up the ladder, my proposals will be far more beneficial. As soon as we get the economy on a sound ground as well, Id like to see the total repeal of indexing. I dont think we can do that for a few years. But at some point, we want to do that as well.",1984-10-07,Democrat,129,"What specific tax policies would you propose to ensure that low- and middle-income Americans are not disproportionately affected, especially in comparison to the potential tax increases under your opponent's plan?"
88,Mr. Mondale,"Well, first of all, I gave him the benefit of the doubt on the house deal. Im just talking about the 12.8 percent that he paid, and thats whats happening all over this country with wealthy Americans. Theyve got so many loopholes they dont have to pay much in taxes.",1984-10-07,Democrat,50,What are your thoughts on the current state of tax loopholes for wealthy Americans and their impact on the economy?
89,Mr. Mondale,"You said it when President Carter said that you were going to cut Medicare, and you said, Oh, no, there you go again, Mr. President. And what did you do right after the election? You went out and tried to cut $20 billion out of Medicare. And so, when you say, There you go again  people remember this, you know. [Laughter] And people will remember that you signed the biggest tax increase in the history of California and the biggest tax increase in the history of the United States, and what are you going to do? Youve got a $260 billion deficit. You cant wish it away. You wont slow defense spending; you refuse to do that",1984-10-07,Democrat,117,What specific actions would you take to address the current budget deficit while also ensuring the integrity of essential programs like Medicare?
90,Mr. Mondale,"Number one, weve got to get the debt down to get the interest rates down so the economy will grow and people will be employed. Number two, we have to work with cities and others to help generate economic growth in those communities  through the Urban Development Action Grant Program. I dont mind those enterprise zones; lets try them, but not as a substitute for the others. Certainly education and training is crucial. If these young Americans dont have the skills that make them attractive to employees, theyre not going to get jobs. The next thing is to try to get more entrepreneurship in business within the reach of minorities so that these businesses are located in the communities in which theyre found. The other thing is, we need the business community as well as government heavily involved in these communities to try to get economic growth. There is no question that the poor are worse off. I think the President genuinely believes that theyre better off. But the figures show that about 8 million more people are below the poverty line than 4 years ago. How you can cut school lunches, how you can cut student assistance, how you can cut housing, how you can cut disability benefits, how you can do all of these things and then the people receiving them  for example, the disabled, who have no alternative  how theyre going to do better, I dont know. Now, we need a tight budget, but theres no question that this administration has singled out things that affect the most vulnerable in American life, and theyre hurting. One final point if I might. Theres another part of the lopsided economy that were in today, and that is that these heavy deficits have killed exports and are swamping the Nation with cheap imports. We are now $120 billion of imports, 3 million jobs lost, and farmers are having their worst year. Thats another reason to get the deficit down.",1984-10-07,Democrat,329,"What specific steps do you believe are necessary to address economic inequality and support communities that are struggling, particularly in light of recent budget cuts and rising poverty levels?"
91,Mr. Mondale,"I think the American people want to make certain that that dollar is wisely spent. I think they stand for civil rights. I know theyre all for education in science and training, which I strongly support. They want these young people to have a chance to get jobs and the rest. I think the business community wants to get involved. I think theyre asking for new and creative ways to try to reach it with everyone involved. I think thats part of it. I think also that the American people want a balanced program that gives us long-term growth so that theyre not having to take money thats desperate to themselves and their families and give it to someone else. Im opposed to that, too.",1984-10-07,Democrat,125,"What do you believe the American public prioritizes when it comes to government spending, and how can we ensure that investments align with their values and needs?"
92,Mr. Mondale,"Mr. President, if I heard you correctly, you said that these deficits dont have anything to do with interest rates. I will grant you that interest rates were too high in 1980, and we can have another debate as to why  energy prices and so on. Theres no way of glossing around that. But when these huge deficits went in place in 1981, whats called the real interest rates  the spread between inflation and what a loan costs you doubled  and thats still the case today. And the result is interest costs that have never been seen before in terms of real charges, and its attributable to the deficit.",1984-10-07,Democrat,109,"Mr. President, can you explain how you believe the current deficits are impacting interest rates and what your administration plans to do about the rising costs associated with them?"
93,Mr. Mondale,"Do you want to give me some suggestions? [Laughter] Im going to use my time a little differently. Im going to give the President some credit. I think the President has done some things to raise the sense of spirit, morale, good feeling in this country, and hes entitled to credit for that. What I think we need, however, is not just that but to move forward, not just congratulating ourselves but challenging ourselves to get on with the business of dealing with Americas problems. I think in education, when he lectured the country about the importance of discipline, I didnt like it at first, but I think it helped a little bit. But now we need both that kind of discipline and the resources and the consistent leadership that allows this country to catch up in education and science and training. I like President Reagan. And this is not personal  there are deep differences about our future, and thats the basis of my campaign.",1984-10-07,Democrat,165,"What are your thoughts on the current administration's contributions to the national spirit and morale, and how do you believe we should build on those contributions to address America's pressing challenges?"
94,Mr. Mondale,"Without any doubt, I have stood up and told the American people that that $263 billion deficit must come down. And Ive done what no candidate for President has ever done, I told you before the election what Id do. Mr. Reagan, as you saw tonight  President Reagan takes the position it will disappear by magic. It was once called voodoo economics. I wish the President would say: Yes, the CBO is right. Yes, we have a $263 billion deficit. This is how Im going to get it done. Dont talk about growth, because even though we need growth, thats not helping. Its going to go in the other direction, as theyve estimated. And give us a plan. What will you cut? Whose taxes will you raise? Will you finally touch that defense budget? Are you going to go after Social Security and Medicare and student assistance and the handicapped again as you did last time? If youd just tell us what youre going to do, then the American people could compare my plan for the future with your plan. And thats the way it should be. The American people would be in charge.",1984-10-07,Democrat,194,"What specific steps do you believe a President should take to address the current budget deficit, and how do you respond to your opponent's plans or lack thereof in this area?"
95,Mr. Mondale,"Well, weve just finished almost the whole debate. And the American people dont have the slightest clue about what President Reagan will do about these deficits. [Laughter] And yet, thats the most important single issue of our time. I did support the 76 measure that he told about, because we were in a deep recession and we needed some stimulation. But I will say as a Democrat, I was a real piker, Mr. President. In 1979 we ran a $29 billion deficit all year. This administration seems to run that every morning. And the result is exactly what we see. This economy is starting to run downhill. Housing is off. Last report on new purchases, its the lowest since 1982. Growth is a little over 3 percent now. Many people are predicting a recession. And the flow of imports into this country is swamping the American people. Weve got to deal with this problem, and those of us who want to be your President should tell you now what were going to do, so you can make a judgment.",1984-10-07,Democrat,179,"What specific plans do you have to address the federal deficit, and how do you believe your approach will differ from the current administration's policies?"
96,Mr. Mondale,"I want to thank the League of Women Voters and the city of Louisville for hosting this evenings debate. I want to thank President Reagan for agreeing to debate. He didnt have to, and he did, and we all appreciate it. The Presidents favorite question is: Are you better off? Well, if youre wealthy, youre better off. If youre middle income, youre about where you were. And if youre modest income, youre worse off. Thats what the economists tell us. But is that really the question that should be asked? Isnt the real question is will we be better off? Will our children be better off? Are we building the future that this nation needs? I believe that if we ask those questions that bear on our future, not just congratulate ourselves but challenge us to solve those problems, youll see that we need new leadership. I would rather lose a campaign about decency than win a campaign about self-interest. I dont think this nation is composed of people who care only for themselves. And when we sought to assault Social Security and Medicare, as the record shows we did, I think that was mean-spirited. When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability  confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I dont think thats what America is all about. America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him. I believe theres fundamental fairness crying out that needs to be achieved in our tax system. I believe that we will be better off if we protect this environment. And contrary to what the President says, I think their record on the environment is inexcusable and often shameful. These laws are not being enforced, have not been enforced, and the public health and the air and the water are paying the price. Thats not fair for our future. I think our future requires a President to lead us in an all-out search to advance our education, our learning, and our science and training, because this world is more complex and were being pressed harder all the time. I believe in opening doors. We won the Olympics, in part, because weve had civil rights laws and the laws that prohibit discrimination against women. I have been for those efforts all my life. The Presidents record is quite different. The question is our future. President Kennedy once said in response to similar arguments, We are great, but we can be greater. We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children. Thank you.",1984-10-07,Democrat,468,"What do you see as the most pressing issues facing American families today, and how do you propose to address them to ensure a better future for the next generation?"
97,Mr. Mondale,"I believe that the question oversimplifies the difficulties of what we must do in Central America. Our objectives ought to be to strengthen the democracies, to stop Communist and other extremist influences, and stabilize the community in that area. To do that we need a three-pronged attack: one is military assistance to our friends who are being pressured; secondly, a strong and sophisticated economic aid program and human rights program that offers a better life and a sharper alternative to the alternative offered by the totalitarians who oppose us; and finally, a strong diplomatic effort that pursues the possibilities of peace in the area. This brings up the whole question of what Presidential leadership is all about. I think the lesson in Central America, this recent embarrassment in Nicaragua where we are giving instructions for hired assassins, hiring criminals, and the rest  all of this has strengthened our opponents. A President must not only assure that were tough, but we must also be wise and smart in the exercise of that power. We saw the same thing in Lebanon, where we spent a good deal of Americas assets. But because the leadership of this government did not pursue wise policies, we have been humiliated, and our opponents are stronger. The bottom line of national strength is that the President must be in command, he must lead. And when a President doesnt know that submarine missiles are recallable, says that 70 percent of our strategic forces are conventional, discovers 3 years into his administration that our arms control efforts have failed because he didnt know that most Soviet missiles were on land  these are things a President must know to command. A President is called the Commander in Chief. And hes called that because hes supposed to be in charge of the facts and run our government and strengthen our nation.",1984-10-21,Democrat,310,"What is your strategy for addressing the complex situation in Central America, particularly in relation to democracy, economic aid, and U.S. military involvement?"
98,Mr. Mondale,"We absolutely must, which is why I responded to your first question the way I did. Its much more complex. You must understand the region; you must understand the politics in the area; you must provide a strong alternative; and you must show strength  and all at the same time. Thats why I object to the covert action in Nicaragua. Thats a classic example of a strategy thats embarrassed us, strengthened our opposition, and undermined the moral authority of our people and our country in the region. Strength requires knowledge, command. Weve seen in the Nicaraguan example a policy that has actually hurt us, strengthened our opposition, and undermined the moral authority of our country in that region.",1984-10-21,Democrat,118,"What is your stance on U.S. foreign policy in Central America, particularly regarding military interventions, and how do you believe they impact America's moral authority globally?"
99,Mr. Mondale,"What is a President charged with doing when he takes his oath of office? He raises his right hand and takes an oath of office to take care to faithfully execute the laws of the land. A President cant know everything, but a President has to know those things that are essential to his leadership and the enforcement of our laws. This manual  several thousands of which were produced  was distributed, ordering political assassinations, hiring of criminals, and other forms of terrorism. Some of it was excised, but the part dealing with political terrorism was continued. How can this happen? How can something this serious occur in an administration and have a President of the United States in a situation like this say he didnt know? A President must know these things. I dont know which is worse, not knowing or knowing and not stopping it. And what about the mining of the harbors in Nicaragua which violated international law? This has hurt this country, and a Presidents supposed to command.",1984-10-21,Democrat,171,"What responsibilities does a President have regarding the oversight and enforcement of laws, especially in light of serious actions taken by their administration?"
100,Mr. Mondale,"Because the only type of agreements to reach with the Soviet Union are the types that are specifically defined, so we know exactly what they must do; subject to full verification, which means we know every day whether theyre living up to it; and followups, wherever we find suggestions that theyre violating it; and the strongest possible terms. I have no illusions about the Soviet Union leadership or the nature of that state. They are a tough and a ruthless adversary, and we must be prepared to meet that challenge, and I would. Where I part with the President is that despite all of those differences we must, as past Presidents before this one have done, meet on the common ground of survival. And thats where the President has opposed practically every arms control agreement, by every President, of both political parties, since the bomb went off. And he now completes this term with no progress toward arms control at all, but with a very dangerous arms race underway instead. There are now over 2,000 more warheads pointed at us today than there were when he was sworn in, and that does not strengthen us. We must be very, very realistic in the nature of that leadership, but we must grind away and talk to find ways of reducing these differences, particularly where arms races are concerned and other dangerous exercises of Soviet power. There will be no unilateral disarmament under my administration. I will keep this nation strong. I understand exactly what the Soviets are up to, but that, too, is a part of national strength. To do that, a President must know what is essential to command and to leadership and to strength. And thats where the Presidents failure to master, in my opinion, the essential elements of arms control has cost us dearly. Hes 3 years into this administration. He said he just discovered that most Soviet missiles are on land, and thats why his proposal didnt work. I invite the American people tomorrow  because I will issue the statement quoting President Reagan  he said exactly what I said he said. He said that these missiles were less dangerous than ballistic missiles because you could fire them, and you could recall them if you decided thered been a miscalculation.",1984-10-21,Democrat,382,"What is your stance on arms control agreements with the Soviet Union, and how do you believe your approach would differ from the current administration's policy?"
101,Mr. Mondale,"I think the essential strategy of the United States ought not accept any Soviet control over Eastern Europe. We ought to deal with each of these countries separately. We ought to pursue strategies with each of them, economic and the rest, that help them pull away from their dependence upon the Soviet Union. Where the Soviet Union has acted irresponsibly, as they have in many of those countries, especially, recently, in Poland, I believe we ought to insist that Western credits extended to the Soviet Union bear the market rate. Make the Soviets pay for their irresponsibility. That is a very important objective  to make certain that we continue to look forward to progress toward greater independence by these nations and work with each of them separately.",1984-10-21,Democrat,127,How do you propose the United States should engage with Eastern European countries to reduce their dependence on the Soviet Union?
102,Mr. Mondale,"Mr. President, I accept your commitment to peace, but I want you to accept my commitment to a strong national defense. [Applause] I propose a budget  I have proposed a budget which would increase our nations strength, in real terms, by double that of the Soviet Union. Ill tell you where we disagree. It is true over 10 years ago I voted to delay production of the F  14, and Ill tell you why. The plane wasnt flying the way it was supposed to be; it was a waste of money. Your definition of national strength is to throw money at the Defense Department. My definition of national strength is to make certain that a dollar spent buys us a dollars worth of defense. Theres a big difference between the two of us. A President must manage that budget. I will keep us strong, but youll not do that unless you command that budget and make certain we get the strength that we need. You pay $500 for a $5 hammer, youre not buying strength.",1984-10-21,Democrat,175,"Mr. President, how do you respond to concerns about balancing national defense spending with effective budgeting to ensure taxpayer dollars are used efficiently?"
103,Mr. Mondale,"No. As a matter of fact, I believe every one of those standards is essential to the exercise of power by this country. And we can see that in both Lebanon and in Central America. In Lebanon, this President exercised American power, all right, but the management of it was such that our marines were killed, we had to leave in humiliation, the Soviet Union became stronger, terrorists became emboldened. And it was because they did not think through how power should be exercised, did not have the American public with them on a plan that worked, that we ended up the way we did. Similarly, in Central America: What were doing in Nicaragua with this covert war  which the Congress, including many Republicans, have tried to stop  is finally end up with a public definition of American power that hurts us, where we get associated with political assassins and the rest. We have to decline, for the first time in modern history, jurisdiction in the World Court because theyll find us guilty of illegal actions. And our enemies are strengthened from all of this. We need to be strong, we need to be prepared to use that strength, but we must understand that we are a democracy. We are a government by the people, and when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us. It is only in that way that we can persevere.",1984-10-21,Democrat,252,What are your thoughts on the importance of maintaining democratic values and public support when exercising American power in international conflicts?
104,Mr. Mondale,"What Im referring to there is the mutual self-defense provisions that exist in the Inter-American treaty, the so-called Rio Pact, that permits the nations, our friends in that region, to combine to take steps  diplomatic and otherwise  to prevent Nicaragua, when she acts irresponsibly in asserting power in other parts outside of her border, to take those steps, whatever they might be, to stop it. The Nicaraguans must know that it is the policy of our government that that leadership must stay behind the boundaries of their nation, not interfere in other nations. And by working with all of the nations in the region  unlike the policies of this administration and unlike the President said, they have not supported negotiations in that region  we will be much stronger, because well have the moral authority that goes with those efforts.",1984-10-21,Democrat,139,"How do you believe the United States should engage with its allies in Latin America to address regional threats, particularly regarding Nicaragua's actions, and what specific agreements or treaties would inform that approach?"
105,Mr. Mondale,"Groucho Marx said, Who do you believe?  me, or your own eyes? And what we have in Lebanon is something that the American people have seen. The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible. They went to him 5 days before they were killed and said, Please, take them out of there. The Secretary of State admitted that this morning. He did not do so. The report following the explosion of the barracks disclosed that we had not taken any of the steps that we should have taken. That was the second time. Then the Embassy was blown up a few weeks ago, and once again none of the steps that should have been taken were taken. And we were warned 5 days before that explosives were on their way, and they werent taken. The terrorists have won each time. The President told the terrorists he was going to retaliate. He didnt. They called their bluff. And the bottom line is that the United States left in humiliation, and our enemies are stronger.",1984-10-21,Democrat,183,"What lessons do you think we should learn from past military engagements, particularly regarding the decision-making processes and actions taken to protect our troops?"
106,Mr. Mondale,"No. And I have not made it an issue, nor should it be. Whats at issue here is the Presidents application of his authority to understand what a President must know to lead this nation, secure our defense, and make the decisions and the judgments that are necessary. A minute ago the President quoted Cicero, I believe. I want to quote somebody a little closer to home, Harry Truman. He said, The buck stops here. We just heard the Presidents answer for the problems at the barracks in Lebanon, where 241 marines were killed. What happened? First, the Joint Chiefs of Staff went to the President, said, Dont put those troops there. They did it. And then 5 days before the troops were killed, they went back to the President, through the Secretary of Defense, and said, Please, Mr. President, take those troops out of there because we cant defend them. They didnt do it. And we know what happened. After that, once again, our Embassy was exploded. This is the fourth time this has happened  an identical attack, in the same region, despite warnings  even public warnings  from the terrorists. Whos in charge? Whos handling this matter? Thats my main point. Now, on arms control, were completing 4 years. This is the first administration since the bomb went off that made no progress. We have an arms race underway instead. A President has to lead his government or it wont be done. Different people with different views fight with each other. For 3\1/2\ years, this administration avoided arms control, resisted tabling arms control proposals that had any hope of agreeing, rebuked their negotiator in 1981 when he came close to an agreement, at least in principle, on medium-range weapons. And we have this arms race underway. And a recent book that just came out by perhaps the Nations most respected author in this field, Strobe Talbott, called Deadly Gambits, concludes that this President has failed to master the essential details needed to command and lead us, both in terms of security and terms of arms control. Thats why they call the President the Commander in Chief. Good intentions, I grant. But it takes more than that. You must be tough and smart.",1984-10-21,Democrat,373,"What specific responsibilities do you believe a President must fulfill in order to effectively manage national security and arms control, and how has the current administration performed in these areas?"
107,Mr. Mondale,"I read his statement the other day. I dont admire Fidel Castro at all. And Ive said that. Che Guevara was a contemptible figure in civilizations history. I know the Cuban state as a police state, and all my life Ive worked in a way that demonstrates that. But Jesse Jackson is an independent person. I dont control him. (FOOTNOTE) \1\Mr. Mondale was referring to an earlier debate between George Bush and Geraldine Ferarro, the Vice-Presidential candidates.",1984-10-21,Democrat,77,"What are your thoughts on the legacy of revolutionary figures like Fidel Castro and Che Guevara, and how do you view their impact on modern political movements?"
108,Mr. Mondale,"There are two distinguished authors on arms control in this country  there are many others, but two that I want to cite tonight. One is Strobe Talbott in his classic book, Deadly Gambits. The other is John Neuhaus, whos one of the most distinguished arms control specialists in our country. Both said that this administration turned down the walk in the woods agreement first, and that would have been a perfect agreement from the standpoint of the United States in Europe and our security. When Mr. Nitze, a good negotiator, returned, he was rebuked, and his boss was fired. This is the kind of leadership that weve had in this administration on the most deadly issue of our times. Now we have a runaway arms race. All theyve got to show for 4 years in U.S.-Soviet relations is one meeting in the last weeks of an administration, and nothing before. Theyre tough negotiators, but all previous Presidents have made progress. This one has not.",1984-10-21,Democrat,164,"What is your assessment of the current administration's approach to arms control, and how do you respond to claims that it has failed to make significant progress compared to previous administrations?"
109,Mr. Mondale,"This is a very serious problem in our country, and it has to be dealt with. I object to that part of the Simpson-Mazzoli bill which I think is very unfair and would prove to be so. That is the part that requires employers to determine the citizenship of an employee before theyre hired. Im convinced that the result of this would be that people who are Hispanic, people who have different languages or speak with an accent, would find it difficult to be employed. I think thats wrong. Weve never had citizenship tests in our country before, and I dont think we should have a citizenship card today. That is counterproductive. I do support the other aspects of the Simpson-Mazzoli bill that strengthen enforcement at the border, strengthen other ways of dealing with undocumented workers in this difficult area and dealing with the problem of settling people who have lived here for many, many years and do not have an established status. I have further strongly recommended that this administration do something it has not done, and that is to strengthen enforcement at the border, strengthen the officials in this government that deal with undocumented workers, and to do so in a way thats responsible and within the Constitution of the United States. We need an answer to this problem, but it must be an American answer that is consistent with justice and due process. Everyone in this room, practically, here tonight, is an immigrant. We came here loving this nation, serving it, and it has served all of our most bountiful dreams. And one of those dreams is justice. And we need a measure  and I will support a measure  that brings about those objectives but avoids that one aspect that I think is very serious. The second part is to maintain and improve relations with our friends to the south. We cannot solve this problem all on our own. And thats why the failure of this administration to deal in an effective and a good-faith way with Mexico, with Costa Rica, with the other nations in trying to find a peaceful settlement to the dispute in Central America has undermined our capacity to effectively deal diplomatically in this area as well.",1984-10-21,Democrat,374,"What specific provisions of the Simpson-Mazzoli bill do you believe could negatively impact employment opportunities for certain groups, and how would you propose to address the broader immigration challenges facing our nation?"
110,Mr. Mondale,"I think youre right that the polls show that the majority of Hispanics want that bill, so Im not doing it for political reasons. Im doing it because all my life Ive fought for a system of justice in this country, a system in which every American has a chance to achieve the fullness in life without discrimination. This bill imposes upon employers the responsibility of determining whether somebody who applies for a job is an American or not. And just inevitably, theyre going to be reluctant to hire Hispanics or people with a different accent. If I were dealing with politics here, the polls show the American people want this. I am for reform in this area, for tough enforcement at the border, and for many other aspects of the Simpson-Mazzoli bill, but all my life Ive fought for a fair nation. And despite the politics of it, I stand where I stand, and I think Im right, and before this fight is over were going to come up with a better bill, a more effective bill that does not undermine the liberties of our people.",1984-10-21,Democrat,187,"What is your stance on the recent immigration bill that proposes increased employer responsibilities in verifying citizenship, and how do you believe it affects fairness and discrimination in the job market?"
111,Mr. Mondale,"One of the biggest problems today is that the countries to our south are so desperately poor that these people who will almost lose their lives if they dont come north, come north despite all the risks. And if were going to find a permanent, fundamental answer to this, it goes to American economic and trade policies that permit these nations to have a chance to get on their own two feet and to get prosperity, so that they can have jobs for themselves and their people. And thats why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration. These high interest rates  real rates that have doubled under this administration  have had the same effect on Mexico and so on, and the cost of repaying those debts is so enormous that it results in massive unemployment, hardship, and heartache. And that drives our friends to the south up into our region, and we need to end those deficits as well.",1984-10-21,Democrat,168,"What do you see as the root causes of immigration from countries to our south, and how do you believe U.S. economic and trade policies should be adjusted to address these issues?"
112,Mr. Mondale,"First of all, let me sharply disagree with the President on sharing the most advanced, the most dangerous, the most important technology in America with the Soviet Union. We have had for many years, understandably, a system of restraints on high technology because the Soviets are behind us. And any research or development along the Star Wars schemes would inevitably involve our most advanced computers, our most advanced engineering. And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer. I would not let the Soviet Union get their hands on it at all. Now, whats wrong with Star Wars? Theres nothing wrong with the theory of it. If we could develop a principle that would say both sides could fire all their missiles and no one would get hurt, I suppose its a good idea. But the fact of it is were so far away from research that even comes close to that, that the Director of Engineering Research at the Defense Department said to get there we would have to solve eight problems, each of which are more difficult than the atomic bomb and the Manhattan project. It would cost something like a trillion dollars to test and deploy weapons. The second thing is this all assumes that the Soviets wouldnt respond in kind. And they always do. We dont get behind. They wont get behind. And thats been the tragic story of the arms race. We have more at stake in space satellites than they do. If we could stop, right now, the testing and the deployment of these space weapons  and the Presidents proposals go clear beyond research; if it was just research we wouldnt have any argument, because maybe someday, somebody will think of something  but to commit this nation to a buildup of antisatellite and space weapons at this time, in their crude state, would bring about an arms race thats very dangerous indeed. One final point. The most dangerous aspect of this proposal is, for the first time, we would delegate to computers the decision as to whether to start a war. Thats dead wrong. There wouldnt be time for a President to decide; it would be decided by these remote computers. It might be an oil fire, it might be a jet exhaust, the computer might decide its a missile  and off we go.",1984-10-21,Democrat,400,"How do you respond to the administration's proposals for advanced space-based weaponry, particularly regarding the potential risks of sharing technology with adversaries and the implications for global security?"
113,Mr. Mondale,Every system that is verifiable should be placed on the table for negotiations for an agreement. I would not agree to any negotiations or any agreement that involved conduct on the part of the Soviet Union that we couldnt verify every day. I would not agree to any agreement in which the United States security interest was not fully recognized and supported. Thats why we say mutual and verifiable freezes.,1984-10-21,Democrat,70,"What is your stance on the importance of verification in international agreements, particularly in relation to negotiations with nations that have had a history of non-compliance?"
114,Mr. Mondale,  and the people of the Soviet Union want it to stop.,1984-10-21,Democrat,11,"What is your stance on the current tensions between the United States and Russia, and how do you believe we should address the desires of the Russian populace for peace?"
115,Mr. Mondale,"Well, thats what a Presidents supposed to know  where those weapons are going to be. If theyre space weapons, I assume theyll be in space. [Laughter] If theyre antisatellite weapons, I assume theyre going to be aimed against satellites. Now, this is the most dangerous technology that we possess. The Soviets try to spy on us, steal this stuff. And to give them technology of this kind, I disagree with. You havent just accepted research, Mr. President. Youve set up a Strategic Defense Initiative, an agency, youre beginning to test, youre talking about deploying, youre asking for a budget of some $30 billion for this purpose. This is an arms escalation. And we will be better off, far better off, if we stop right now, because we have more to lose in space then they do. If someday, somebody comes along with an answer, thats something else. But that there would be an answer in our lifetime is unimaginable. Why do we start things that we know the Soviets will match and make us all less secure? Thats what a Presidents for.",1984-10-21,Democrat,182,"What is your stance on the current U.S. approach to space weapons and the Strategic Defense Initiative, and how do you believe it impacts national security and international relations, particularly with adversaries like the Soviet Union?"
116,Mr. Mondale,"No. As a matter of fact, we have a vast range of technology and weaponry right now that provides all the bargaining chips that we need. And I support the air launch cruise missile, the ground launch cruise missile, the Pershing missile, the Trident submarine, the D  5 submarine, Stealth technology, the Midgetman  we have a whole range of technology. Why I disagree with the MX is that its a sitting duck. Itll draw an attack. It puts a hair-trigger, and it is a dangerous, destabilizing weapon. And the B  1 is similarly to be opposed, because for 15 years the Soviet Union has been preparing to meet the B  1. The Secretary of Defense himself said it would be a suicide mission if it were built. Instead, I want to build the Midgetman, which is mobile and thus less vulnerable, contributing to stability, and a weapon that will give us security and contribute to an incentive for arms control. Thats why Im for Stealth technology, to build a Stealth bomber  which Ive supported for years  that can penetrate the Soviet air defense system without any hope that they can perceive where it is because their radar system is frustrated. In other words, a President has to make choices. This makes us stronger. The final point is that we can use this money that we save on these weapons to spend on things that we really need. Our conventional strength in Europe is under strength. We need to strengthen that in order to assure our Western allies of our presence there, a strong defense, but also to diminish and reduce the likelihood of a commencement of a war and the use of nuclear weapons. Its in this way, by making wise choices, that were stronger, we enhance the chances of arms control. Every President until this one has been able to do it, and this nation  or the world is more dangerous as a result.",1984-10-21,Democrat,325,What specific military technologies and strategies do you believe are essential for ensuring national security and promoting arms control in today’s geopolitical landscape?
117,Mr. Mondale,"I will not agree to any arms control agreement, including a freeze, thats not verifiable. Lets take your warhead principle. The warhead principle  there have been counting rules for years. Whenever a weapon is tested we count the number of warheads on it, and whenever that warhead is used we count that number of warheads, whether they have that number or less on it, or not. These are standard rules. I will not agree to any production restrictions  or agreements, unless we have the ability to verify those agreements. I dont trust the Russians. I believe that every agreement we reach must be verifiable, and I will not agree to anything that we cannot tell every day. In other words, weve got to be tough. But in order to stop this arms madness, weve got to push ahead with tough negotiations that are verifiable so that we know the Soviets are agreeing and living up to their agreement.",1984-10-21,Democrat,158,"What is your stance on arms control agreements, and how do you propose ensuring that any agreements made are verifiable and accountable?"
