,Question,Model_Response,vader_scores,compound,ROBERTA_score,gpt_4_mini_score
111,How will you ensure equal opportunities for marginalized communities in our country?,"Equal opportunity for all, with no preference, no discriminations, and no exceptions.","{'neg': 0.379, 'neu': 0.46, 'pos': 0.161, 'compound': -0.4215}",-0.4215,0.6335713770240545,1.0
112,Why do you believe you are fit to be the next leader of the United States of America?,Im fit to be president of the United States of America.,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.6486}",0.6486,0.5820746570825577,0.5
113,What is your overarching vision for the country?,Yes. I have a two-minute vision for you.,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.5719}",0.5719,0.4047745913267135,0.5
114,What is your plan to manage inflation and ensure economic stability?,I do have a plan to manage inflation. Ive got one.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1729164011776447,0.5
115,How will you create jobs and reduce unemployment across the nation?,Hows he going to get that done? Hows he going to get it done?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1719764694571495,-0.5
116,What steps will you take to balance the federal budget and manage the national debt?,Im going to get rid of the national debt. Im going to grow the economy. Im going to get the federal budget balanced.,"{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.3612}",-0.3612,0.6668672412633896,0.8
117,How will you ensure that all Americans have access to quality and affordable healthcare?,"Yes, I will.  and Ill protect it. And I tried to do it when we were in office.","{'neg': 0.133, 'neu': 0.616, 'pos': 0.251, 'compound': 0.3612}",0.3612,0.4140667878091335,0.5
118,How will your administration address the pressing challenges of environmental sustainability?,What we will do is we will we will rejoin the Paris Accord and make it  make it  and do our part.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5947139291092753,0.5
119,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"And I have a foreign policy plan. And here's what it is: one, we're going to make sure that we have the strong, that we keep the strongest military in the history of the world. Second, we're going to keep Iran from getting a nuclear weapon. Third,","{'neg': 0.043, 'neu': 0.789, 'pos': 0.168, 'compound': 0.743}",0.743,0.1233054809272289,0.2
120,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"we're going to make sure that we hold China accountable for the way in which they've dealt with us and the way in which they have abused American consumers and American businesses. Fourth, we're going to make sure that we are in a position where we","{'neg': 0.066, 'neu': 0.842, 'pos': 0.092, 'compound': 0.0772}",0.0772,-0.6159666478633881,-0.6
121,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"hold Russia accountable for the war crimes they are committing and that we help the Ukrainians as best we can. Fifth, I'm going to make sure that we deal with terrorism in a way that is consistent with American values.","{'neg': 0.158, 'neu': 0.596, 'pos': 0.246, 'compound': 0.4019}",0.4019,-0.2547832205891609,0.2
122,What reforms would you propose to improve the education system?,Im going to try to get the education system straight.,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2263}",0.2263,0.0065992474555969,0.3
123,How will you restore trust in government and ensure transparency in your administration?,Im not looking to restore trust in government. Im looking to have trust in government.,"{'neg': 0.092, 'neu': 0.586, 'pos': 0.322, 'compound': 0.6919}",0.6919,-0.2131724581122398,0.2
124,What policies will you pursue to ensure equality and protect the rights of all Americans?,And we're going to make sure that we have equality and we  civil rights and voting rights for all Americans.,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",0.3182,0.2955478094518184,0.8
125,How will you lead the country through challenges and unite Americans with differing perspectives?,I will be a president for all Americans. I will work hard to earn your vote.,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.1027}",-0.1027,0.8602178134024143,0.8
126,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Well, we can manage the immigration in a way that it meets the needs of our economy, national security and upholds our humanitarian responsibilities.","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5423}",0.5423,0.3142752051353454,0.6
127,How will you ensure equal opportunities for marginalized communities in our country?,Thank you. Thank you. Thank you. Thank you. Thank you. Thank you.,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.9186}",0.9186,0.9756906398106366,1.0
128,Why do you believe you are fit to be the next leader of the United States of America?,Im fit to be president of the United States because I work for you.,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.6486}",0.6486,0.3988000750541687,0.5
129,What is your overarching vision for the country?, to bring this country together.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5154943466186523,0.5
130,What is your plan to manage inflation and ensure economic stability?,Thats his plan. You know what I want to do? I want to build an economy where you can feel the dignity of work. Where it pays to work. Where you can raise your family. You cant do that now. This guy is the reason why inflation has gone up.,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.5106}",0.5106,-0.4087113738059997,-0.5
131,How will you create jobs and reduce unemployment across the nation?,And I will create jobs and I will create jobs.,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4939}",0.4939,0.5565336290746927,0.5
132,What steps will you take to balance the federal budget and manage the national debt?,All of this can be paid for. We can balance the budget. We can save $1 trillion in the next decade.,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.4939,0.7224861867725849,0.8
133,How will you ensure that all Americans have access to quality and affordable healthcare?,Im going to make sure all Americans have access to healthcare.,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",0.3182,0.3806288316845894,1.0
134,How will your administration address the pressing challenges of environmental sustainability?,"Environmental sustainability? Well, Im the guy that extended the vote for environmental sustainability. Thats why I have a 50-50 plan for dealing with the environment.","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2732}",0.2732,0.2698180228471756,0.5
135,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Well, first of all, I'm going to rebuild our military. We're going to be ready to go anywhere in the world. And if I'm president of the United States, you're going to see that. Number two, we're going to make sure that we keep the peace. We kept","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.91}",0.91,0.5286082774400711,0.5
136,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"peace in the world, in the last administration, kept it peaceful. And number three, we're going to hold China accountable. They're not bad folks. They're not bad folks. But guess what? They're not a great. . . They're not a great country. They're not","{'neg': 0.173, 'neu': 0.644, 'pos': 0.183, 'compound': -0.5472}",-0.5472,-0.3720176592469215,0.1
137,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,a great country.,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,0.8999534789472818,1.0
138,What reforms would you propose to improve the education system?,"Yes, Id make reforms to the education system.","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,0.2140827625989914,0.5
139,How will you restore trust in government and ensure transparency in your administration?,"I will not. I will have a – a very, very specific plan on how I do that. And I will – I will restore trust in government. I will – I will have transparency in my administration. There will be no – no – no – no lies. We're going to find out the truth.","{'neg': 0.221, 'neu': 0.63, 'pos': 0.149, 'compound': -0.4215}",-0.4215,0.2188023626804351,0.7
140,How will you restore trust in government and ensure transparency in your administration?,"And if there are any lies, we will, in fact, punish them.","{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.7351}",-0.7351,-0.8836133629083633,-0.5
141,What policies will you pursue to ensure equality and protect the rights of all Americans?,"On the issues of equality, I am the only candidate on that stage who has a  . . .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3609760738909244,0.5
142,How will you lead the country through challenges and unite Americans with differing perspectives?,How can I unite us if you wont listen to me?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.6385609563440084,-0.5
143,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","We need to not just have a secure border, but manage it in a way that  we can take care of our humanitarian responsibility, but also deal with the fact that we need people coming into our country.","{'neg': 0.038, 'neu': 0.854, 'pos': 0.108, 'compound': 0.5834}",0.5834,-0.030457392334938,0.2
144,How will you ensure equal opportunities for marginalized communities in our country?,I will. Equal opportunity is not enough. Equal opportunity is not enough.,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.6808}",0.6808,-0.5558096915483475,0.0
145,Why do you believe you are fit to be the next leader of the United States of America?,Youre not going to be able to shut him up. Let him answer.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.5192332249134779,0.0
146,What is your overarching vision for the country?,"Yes, I do. I do. I have a 45 plan.","{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,0.5714109614491463,0.5
147,What is your plan to manage inflation and ensure economic stability?,"But the problem is, the inflation is caused by – we caused the inflation.","{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.5499}",-0.5499,-0.7764346776530147,-0.5
148,How will you create jobs and reduce unemployment across the nation?,We have created 12 million new jobs since we came to office.,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.25}",0.25,0.9005467793904245,0.8
149,What steps will you take to balance the federal budget and manage the national debt?,"No, no, no. One of the ways you balance the budget is you reduce the cost of the federal government. There's 70 billion dollars of waste in the federal government. There's 15 billion dollars of fraud in Medicare. There's 10 billion dollars of fraud","{'neg': 0.309, 'neu': 0.691, 'pos': 0.0, 'compound': -0.9432}",-0.9432,-0.7444315757602453,-0.7
150,What steps will you take to balance the federal budget and manage the national debt?,in Medicaid. There's 80 billion dollars of waste in the Pentagon. There's 40 billion dollars of improper payments that they make every year.,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.4215}",-0.4215,-0.8652915302664042,-0.6
151,How will you ensure that all Americans have access to quality and affordable healthcare?,Because I want to make sure we have healthcare. I want to make sure we have –,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.6369}",0.6369,0.2660635486245155,0.5
152,How will your administration address the pressing challenges of environmental sustainability?,Environmental sustainability will be a major part of my plan.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.7230245633982122,0.7
153,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"So, if I dont get to have any questions, I get to ask my own question, which I am going to do right now.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0775236338376998,0.2
154,What reforms would you propose to improve the education system?,Im going to make a major speech on this in a few weeks. I have it all ready.,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",0.3612,0.671952688600868,0.8
155,How will you restore trust in government and ensure transparency in your administration?,And Ill make government do its job fairly. Its going to issue its job fairly. Its going to issue its job fairly.,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0.0838906243443489,0.0
156,What policies will you pursue to ensure equality and protect the rights of all Americans?,And we're going to make sure that we protect the rights of all Americans.,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.5994}",0.5994,0.1346239522099495,0.8
157,How will you lead the country through challenges and unite Americans with differing perspectives?,We have – we have to unite the country. We have to come together.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.504409734159708,0.5
158,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",Thank you. Thank you. Thank you.,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.7579}",0.7579,0.9706263970583676,1.0
159,How will you ensure equal opportunities for marginalized communities in our country?,"This is the guy who ran for office saying, I can only help the Black folks. I can only help the Black folks.","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.6597}",0.6597,-0.0218379348516464,-0.5
