,Question,Model_Response,vader_scores,compound,ROBERTA_score,gpt_4_mini_score
135,What steps will you take to balance the federal budget and manage the national debt?,"were doing something right. In the case of the  jobs there, were gonna need them. With the 2.5 million people moving into the job market, our out placing is not for the moment taking care of the whole need. Theres nothing wrong, if each and every one","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.696}",0.696,0.0785947293043136,0.2
136,What steps will you take to balance the federal budget and manage the national debt?,"of them should do, with such a thing as going to work for their communities, work to restore their communities back to where they ought to be, and in the process having some monetary reward for it. Now, in the case of the estimates, no. Ours in the","{'neg': 0.042, 'neu': 0.845, 'pos': 0.113, 'compound': 0.5719}",0.5719,0.1916315928101539,0.2
137,What steps will you take to balance the federal budget and manage the national debt?,"beginning were somewhat conservative, because I was advised that the past history indicated that when one proposed a program, they never achieved the kind of support for it in Congress that they thought and anticipated at the beginning. Weve found","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.3415}",0.3415,-0.5402822159230709,0.0
138,What steps will you take to balance the federal budget and manage the national debt?,"that that has not been true here. Many of the initiatives that weve sent to the Congress have received far more support than we had anticipated and had resulted in far more jobs being created than we had suggested at the outset. Weve cut 1,400,000","{'neg': 0.087, 'neu': 0.809, 'pos': 0.104, 'compound': 0.2083}",0.2083,0.2477399483323097,0.6
139,What steps will you take to balance the federal budget and manage the national debt?,"jobs in the Federal Government, therefore, adding jobs out in the private work force, people that were producing and no longer part of a bureaucratic paper chase. But in the case of the budget, yes, we are going to submit a budget in 1984 that will","{'neg': 0.034, 'neu': 0.891, 'pos': 0.075, 'compound': 0.4497}",0.4497,0.2407562173902988,0.1
140,What steps will you take to balance the federal budget and manage the national debt?,"balance the budget by 1984, and at the same time be a responsible budget. Weve  Im not gonna put a magic wand, a cap, on a budget that doesnt take into account the needs that we have. But well still come in with a budget that will be balanced at that","{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.5106}",0.5106,-0.1120107322931289,0.2
141,What steps will you take to balance the federal budget and manage the national debt?,"time. Now, Ive had hard decisions, yes. Some of those hard decisions were turning down some very good programs to try to benefit the few, while leaving nothing for the many. And so, its much better, I think, were in a position now, where it may be","{'neg': 0.052, 'neu': 0.724, 'pos': 0.224, 'compound': 0.8822}",0.8822,0.4532420858740806,0.1
142,What steps will you take to balance the federal budget and manage the national debt?,"politically impossible, but it is morally possible for us to help the homeless. I vetoed 17 bills in a period of 16 months. Primarily Congress tried to dump all the excess, the things that they thought were politically impossible, onto the President.","{'neg': 0.076, 'neu': 0.845, 'pos': 0.079, 'compound': 0.0387}",0.0387,-0.4160793721675873,0.1
143,What steps will you take to balance the federal budget and manage the national debt?,"And wed find that there were many things in a bill that was vital, but then attached to it something that was not needed. So weve gone into the courts. We could do nothing about the decisions of those courts, but weve taken the steps to comply. I do","{'neg': 0.0, 'neu': 0.966, 'pos': 0.034, 'compound': 0.1531}",0.1531,-0.2560440897941589,0.0
144,What steps will you take to balance the federal budget and manage the national debt?,"believe a constitutional amendment is the way to go with a balanced budget, and I think that is the only responsible way. In spite of certain federal actions that may have been unconstitutional, the Constitution calls for a reprisal against Mexico","{'neg': 0.081, 'neu': 0.813, 'pos': 0.105, 'compound': 0.0}",0.0,0.2669340223073959,0.2
145,What steps will you take to balance the federal budget and manage the national debt?,"for Gulf of Tonkin, and we have restricted by so many weeks and so many months what it could be done to. Theres no question about the proficiency of the American people, the outstanding skills that they possess. And I think that were responding","{'neg': 0.098, 'neu': 0.82, 'pos': 0.082, 'compound': 0.0516}",0.0516,0.0429123789072036,0.2
146,What steps will you take to balance the federal budget and manage the national debt?,"aadapting much more quickly. Id like to go on, but shes trying to tell me what Im supposed to do. Ha-ha, its hard to believe, but I should.","{'neg': 0.056, 'neu': 0.878, 'pos': 0.066, 'compound': 0.0726}",0.0726,0.2947983294725418,0.1
147,How will you ensure that all Americans have access to quality and affordable healthcare?,"I was in high school. No. I was in high school and we had a hole in the roof of this old place. When it rained, leaky roof, when it rained, the principal would say, ``All right, the kids in the english ba-  class, you go out and uh-  mop the floors","{'neg': 0.044, 'neu': 0.956, 'pos': 0.0, 'compound': -0.296}",-0.296,-0.3044419065117836,0.0
148,How will you ensure that all Americans have access to quality and affordable healthcare?,"in the chemistry lab. All of you boys in the uh-  gym  uh-  class, you go up there and shovel all the snow off the roof so it stops leaking down here in chemistry class, too. Youre not playing any basketball today. We got work to do. You got trailer","{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.3549}",-0.3549,-0.276589997112751,-0.2
149,How will you ensure that all Americans have access to quality and affordable healthcare?,"houses and kids that dont have shoes, and we got a high school with a roof leaking.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.7994939256459475,-0.7
150,How will your administration address the pressing challenges of environmental sustainability?,"If  the American people elect this team once again, our administration is going to do several things with regard to the agricultural problem and with regard to the conservation program. Number one, we have already worked out a plan to step up the","{'neg': 0.061, 'neu': 0.909, 'pos': 0.03, 'compound': -0.34}",-0.34,0.4277269132435322,0.2
151,How will your administration address the pressing challenges of environmental sustainability?,"elimination of surplus inventory on the part of the Government in the Feed Grain Program  thirty to forty million additional bushels in the next few weeks. Secondly, we have increased the soil bank payment to ten thousand dollars for the first time","{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2732}",0.2732,0.0945420302450656,0.2
152,How will your administration address the pressing challenges of environmental sustainability?,"with regard to any farm operator. We also are starting  and I might say sought and obtained the help of Secretary  rather, Chairman Anderson and other agricultural leaders in Congress and other members of Congress  were starting an aggressive plan","{'neg': 0.039, 'neu': 0.896, 'pos': 0.065, 'compound': 0.2732}",0.2732,0.0599601976573467,0.1
153,How will your administration address the pressing challenges of environmental sustainability?,"with regard to soil bank, starting a sales program once again to get the farmers  to make them aware that it is a good investment. And last but certainly not least, the Vice President and I, in the next several weeks, are going to embark throughout","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.6187}",0.6187,0.7128391466103494,0.2
154,How will your administration address the pressing challenges of environmental sustainability?,"this country upon a campaign to fully inform the American people about the kind of problem that the agricultural community has with regard to not only its own justification that they need an adequate income, but also their problem with regard to","{'neg': 0.132, 'neu': 0.836, 'pos': 0.032, 'compound': -0.6742}",-0.6742,-0.4568326156586408,0.0
155,How will your administration address the pressing challenges of environmental sustainability?,"energy. Energy is going to affect every single person in every walk of life in this country, and what  and having chaired three Presidential meetings in the last 3 months with regard to air, water, soil pollution  we are going to make a commitment in","{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.7003}",0.7003,-0.2122857272624969,0.2
156,How will your administration address the pressing challenges of environmental sustainability?,"this second term make the best and the maximum use of our human resources, reduce and control pollution throughout this country  which can be done. We can reduce and control, but we can eliminate it today because so much of it is caused through the","{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3818}",0.3818,0.0942635089159011,0.5
157,How will your administration address the pressing challenges of environmental sustainability?,"cars that are being made today out in Detroit, Michigan, and the burning of various fuels in the generation of energy.","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",0.2732,-0.1261407323181629,0.0
158,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Yes, just two or three. I make no secret of the fact that I believe our foreign policy has been inept, I believe it has lacked restraint, lacked a sense of balance and proportion. And if Im elected. I have recommended and re nineteen seventy-four,","{'neg': 0.05, 'neu': 0.847, 'pos': 0.103, 'compound': 0.3182}",0.3182,-0.761457079090178,-0.5
159,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"that we should unilaterally reduce our nuclear arsenals by thirty and our intercontinental; im sorry, submarine-launched ballistic missiles by thirty. I think we could go to the Soviets and say, this is our position. Wouldnt it be much better if we","{'neg': 0.031, 'neu': 0.9, 'pos': 0.069, 'compound': 0.3818}",0.3818,-0.1559682935476303,0.1
160,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"did it together and to the same numbers? Were not going to lash out by madman diplomacy, as Mr. Carters doesnt envision. With me the salt talk would not be Mr. Carters which one do you choose and maybe Im for this one instead of the other one. With","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.2761035934090614,-0.5
161,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"me it would be only, this is your deal or goodbye Mr. Brezhnev, and we clean up our missile silos, so that no longer Red chess piece is too close to Harrior and my darts its Renaissance Lugar thats where too the arsenal. Macon a why today?","{'neg': 0.05, 'neu': 0.895, 'pos': 0.055, 'compound': 0.0571}",0.0571,-0.1673206016421318,-0.5
162,What reforms would you propose to improve the education system?,"Well, you know, on education, I think Ive made it clear from the very beginning, and I still hold to it, that I believe that the millions of children out there who are not getting the education they could  should  be getting, are much better served","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.765}",0.765,0.2470014989376068,0.5
163,What reforms would you propose to improve the education system?,"if a Congressman or a president fights for something called school choice  which means that each of those children, or their parents, can choose the school they will go to. Now, another thing that seems to be overlooked in the debate over education","{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.4215}",-0.4215,-0.1786188408732414,0.2
164,What reforms would you propose to improve the education system?,"is some of the positives that have come about in the four years that Ive been president. We took a government [overlapping dialogue]  law off the books, for example. We found that, under the previous administration, some six to seven thousand","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.5267}",0.5267,0.7843504771590233,0.3
165,What reforms would you propose to improve the education system?,"teachers were out there with incredible backgrounds that made them unsuitable to be instructors of our children  sexual abuse of minors and things of that kind. In our first true, thorough effort to re-examine once again our national park system of","{'neg': 0.087, 'neu': 0.785, 'pos': 0.128, 'compound': 0.25}",0.25,-0.8093323148787022,-1.0
166,What reforms would you propose to improve the education system?,"200 parks, we found about a dozen of them whose educational programs were so minimal, and, in some cases, so inaccurate, that we closed them at once. Now were reopening them after finding the kind of programs that deserve to be in our national parks.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.3945242837071419,0.2
167,What reforms would you propose to improve the education system?,"So, I believe that on the humanistic side of MANVs connection with his fellow human being, with the rest of the universe, that the programs of art and so forth in all of the places  well over a hundred  where weve now restored, historically, and so","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.5423}",0.5423,0.2895550932735204,0.2
168,What reforms would you propose to improve the education system?,"forth, and made fine parks are ones that are, I think, educationally, very, very worthwhile.","{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.5819}",0.5819,0.9273641549516468,0.7
169,How will you restore trust in government and ensure transparency in your administration?,"Yes, well, we did uh  set up an ombudsman, and that ombudsman was to receive any information about anybody within the administration that was doing anything that was even questionable I think shes gone through about fourteen so that right title the","{'neg': 0.049, 'neu': 0.844, 'pos': 0.107, 'compound': 0.3818}",0.3818,-0.2054253295063972,0.1
170,How will you restore trust in government and ensure transparency in your administration?,"presidents uh  uh  ombudsman with the recommendation by the president. And the uh  the primes-directed executive-to executive dim so weve set  and it is true that when I became chairman of the uh  the board of PACB, uh  that the CPA in its","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.4215}",0.4215,0.0074749737977981,0.0
171,How will you restore trust in government and ensure transparency in your administration?,"recommendations for cleaning up PACB-like uh  an audit committee or something like that that would-which we did right. As you may recall, it was early that I wanted all right Republicans, Democrats-it was Presidents unilateral decision uh  to lessen","{'neg': 0.0, 'neu': 0.937, 'pos': 0.063, 'compound': 0.3612}",0.3612,0.0437975749373436,-0.2
172,How will you restore trust in government and ensure transparency in your administration?,"the inflationary  and the medical part of the cost thrust on the government. And r i ght then, the best point was removing, urging giving upon the removal outright all President Carter bureaucracy off-and recommend the re-reinstatement of those who","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.8442}",0.8442,-0.0756730362772941,-0.3
173,How will you restore trust in government and ensure transparency in your administration?,fouled on their records and get them responsible. We need lower tax. We need straightening out the problem weve got in every committee I chair on government relations-and I happen to have that responsibility because yeah so falls into so-how are,"{'neg': 0.11, 'neu': 0.788, 'pos': 0.101, 'compound': -0.1027}",-0.1027,-0.3310171291232109,0.0
174,How will you restore trust in government and ensure transparency in your administration?,government vertra mi n taxpayer being treated today.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1895896960049867,-0.5
175,What policies will you pursue to ensure equality and protect the rights of all Americans?,"I sure will. I told you I was gonna be tough on you. No, Im not gonna uh Im gonna contradict you a little bit there. Yes, of course voting. But this is not the position of the government; this is the position of a man who happens to be a president","{'neg': 0.092, 'neu': 0.839, 'pos': 0.069, 'compound': -0.034}",-0.034,-0.3883550614118576,0.1
176,What policies will you pursue to ensure equality and protect the rights of all Americans?,"who is conservatively inclined in such matters. I couldnt go out, as president, and stigmatize homosexuality. This is a matter  only half a dozen percent of the American people will have anything to do with. And you talk about equal rights. Why, the","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.0516}",0.0516,-0.6979565862566233,0.0
177,What policies will you pursue to ensure equality and protect the rights of all Americans?,"equal rights that we gave to women we think is discriminatory against women. All the uh civil rights and equal opportunity to gain jobs with all the federal agencies  these, too, are rights that are being discriminated against by one little tiny","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.7351}",0.7351,-0.568434651941061,-0.5
178,What policies will you pursue to ensure equality and protect the rights of all Americans?,"group of people. Let me tell you, were not against individuals who do want to practice the homosexual act. But we are for protecting the society and particularly protecting young boys against the very idea and against those who would try to lure them","{'neg': 0.0, 'neu': 0.974, 'pos': 0.026, 'compound': 0.0387}",0.0387,-0.0467170029878616,-0.5
179,What policies will you pursue to ensure equality and protect the rights of all Americans?,"into such a practice. Yes, we believe there is something right with America, and we so believe because we see so many people throughout the world, oppressed in totalitarian regimes, who would love to come here if they could escape the iron bars and","{'neg': 0.117, 'neu': 0.72, 'pos': 0.163, 'compound': 0.34}",0.34,0.4263206720352173,0.5
180,What policies will you pursue to ensure equality and protect the rights of all Americans?,"the guards threatening them every step of the way. They know what America stands for. And uh I believe with all my heart  when you say something right with America what I mean is, never have so many been able to advance and prosper as have the people","{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.5267}",-0.5267,-0.4269516468048095,0.2
181,What policies will you pursue to ensure equality and protect the rights of all Americans?,of every income class and every minority in this country during the last few years. Weve taken a hundred and eighty-nine anti- uh civil rights bills to the floors of the Congress since the Democrats took over six years ago. Do you know theyve killed,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.7783}",-0.7783,-0.815055257640779,-0.5
182,What policies will you pursue to ensure equality and protect the rights of all Americans?,every one of them? We think the Congress has been the bottleneck and has not even permitted the presidents commission on civil rights the staff to take the findings that they have and the recommendations. Every one of those problems are problems that,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.6597}",-0.6597,-0.8843119705561548,-0.5
183,What policies will you pursue to ensure equality and protect the rights of all Americans?,lie at the doors of the Democratic-controlled Congress. And theyve got to realize that something is wrong with them because the civil rights promised by John F. Kennedy apparently have not come true.,"{'neg': 0.143, 'neu': 0.791, 'pos': 0.066, 'compound': -0.4464}",-0.4464,-0.8535588262602687,-0.5
184,How will you lead the country through challenges and unite Americans with differing perspectives?,"Mr. Turner, I  let my record of leadership speak for itself. If you turn to page 16 of the Republican platform, you will find this statement: Life is a journey, not a destination. So also is government today, a journey, not a destination. But we can","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0979156121611595,0.1
185,How will you lead the country through challenges and unite Americans with differing perspectives?,"be proud of what we have done in the past  four years. The arithmetic of our terms records great and solid accomplishment. The toll and the scars record hard but justified sacrifices made by all Americans in the name of assuring our freedoms,","{'neg': 0.023, 'neu': 0.681, 'pos': 0.296, 'compound': 0.9253}",0.9253,0.8634977145120502,0.7
186,How will you lead the country through challenges and unite Americans with differing perspectives?,"restoring our economy, and reconciliating our national spirit.Binding up our nations wounds weve fortified our defenses, restored our economy from the brink of catastrophe, and put our nation back on the pathway to progress and prosperity rejecting","{'neg': 0.156, 'neu': 0.653, 'pos': 0.192, 'compound': -0.0772}",-0.0772,0.8501052972860634,0.8
187,How will you lead the country through challenges and unite Americans with differing perspectives?,"abundance  rationing and scarcity. Weve spoken out a national yes to the almighty individual that each of us, as Americans, is born with  by virtue of his humanity, potential and exploitability  an equal share in the bounty and opportunity with which","{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.8591}",0.8591,0.6534401634708047,0.1
188,How will you lead the country through challenges and unite Americans with differing perspectives?,"this great land is endowed. But that inheritance of man must be kept  by choice, by effort, by sacrifice. Americans must be awake and constructive today  each keeping a vigil at his own post; for once more the future is for sale and if we falter, if","{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.3716}",0.3716,0.3065092675387859,0.5
189,How will you lead the country through challenges and unite Americans with differing perspectives?,"we fail, the price will be extinction of freedom not merely for ours but for the whole world  back to despotism. And when the peace of the world is compromised, thank God, youll still find isolationism marooned, too far distant, standing on an island","{'neg': 0.041, 'neu': 0.69, 'pos': 0.27, 'compound': 0.9118}",0.9118,-0.800001660361886,-0.7
190,How will you lead the country through challenges and unite Americans with differing perspectives?,"of reality. It cannot counter and never could. Youll find hope, forever in the hands of those who pledge, well pay the price, whatever the cost. We must have peace, betrayal, never once. Scarred but stronger America draws her strength now from a will","{'neg': 0.068, 'neu': 0.679, 'pos': 0.254, 'compound': 0.8705}",0.8705,0.3340162560343742,0.2
191,How will you lead the country through challenges and unite Americans with differing perspectives?,"to be free a will forged anew each day by those who love freedom, by those in the State Department and in the pentagon and in the field, sometimes risking their lives to make sure that the free world will Sr alone today standing central in","{'neg': 0.072, 'neu': 0.638, 'pos': 0.29, 'compound': 0.9325}",0.9325,0.370526559650898,0.3
192,How will you lead the country through challenges and unite Americans with differing perspectives?,"vindication of civilized authority protecting while we liberty and the right to live our lives free. To all our allies, many who presumably resigned Freely to a private incarceration  silent, their silence screaming at times their anguish  three","{'neg': 0.172, 'neu': 0.607, 'pos': 0.221, 'compound': 0.34}",0.34,-0.1116904765367508,0.3
193,How will you lead the country through challenges and unite Americans with differing perspectives?,"years ago. Today they have returned our precious hope, and through the Southlands of our world our bitterest problems find resolution, not fortresses. Scarred but stronger America stood tall, spread our liberating strength to those who cried out for","{'neg': 0.144, 'neu': 0.623, 'pos': 0.233, 'compound': 0.6808}",0.6808,0.7317677345126867,0.7
194,How will you lead the country through challenges and unite Americans with differing perspectives?,"a chance once more to bid freedom welcome, for each year birthright was theirs. At the crossroads of four years of effort and renewal Adams fellow  President John Adams reminds us  it does not take a majority to prevail it only takes a few devoted","{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.9035}",0.9035,0.4355458002537489,0.5
195,How will you lead the country through challenges and unite Americans with differing perspectives?,"and zealous individuals. It took bipartisan leadership. My predecessor Carol Munters, the speaker of the House, and I pledged sobriety when politics intruded. And that patriotism gave America her greatness, her triumph. America rejoices and all have","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.7717}",0.7717,0.7041434440761805,0.6
196,How will you lead the country through challenges and unite Americans with differing perspectives?,"more in common now than with which to bicker. The silent fraternity of every men, a kinship of the spirit, were bound by a million little party. High gate, elitism must ever be relegated to the slavery of serfdom. Thank the Lord America is free and","{'neg': 0.089, 'neu': 0.726, 'pos': 0.184, 'compound': 0.4779}",0.4779,0.2450722306966781,0.2
197,How will you lead the country through challenges and unite Americans with differing perspectives?,"men are jealous for their herd. Together, we can dream again with no more deja vu Vietnams at our back, or clouds of uncertainty at our front.  Imagine by the end of this decade  a land without barriers no prohibitive curfews, no moonlit parks","{'neg': 0.235, 'neu': 0.725, 'pos': 0.039, 'compound': -0.8402}",-0.8402,-0.0971550494432449,0.6
198,How will you lead the country through challenges and unite Americans with differing perspectives?,"affixed with signs of sad warning, no forbidding walls holding something in or blocking the view beyond. The attitude of America, Mr. Turner, is capitalism and freedom or Marxism and scarcity. And when tomorrow dawns pursued by another tomorrow the","{'neg': 0.257, 'neu': 0.661, 'pos': 0.082, 'compound': -0.7906}",-0.7906,-0.2928230501711368,0.0
199,How will you lead the country through challenges and unite Americans with differing perspectives?,Gentile darkness may yet be the shining light of freedom. America faces challenges. We unite in purpose. We have a vision for America.,"{'neg': 0.073, 'neu': 0.655, 'pos': 0.273, 'compound': 0.6705}",0.6705,0.7868184195831418,0.7
200,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Well, I uh  start off with the fact that uh  I feel exactly the same way as that lady feels there. And it is an outrage that our Government should wash uh  would should uh  not clean its hand and wash its face, as you put it. But Governor Brown when","{'neg': 0.107, 'neu': 0.863, 'pos': 0.03, 'compound': -0.4666}",-0.4666,-0.7719411263242364,-0.5
201,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","I left California there were a thousand murders a year in California; now there are three thousand. When I signed the bill assuring free education to those children in California our illegal immigration went down by seventy percent, because the the","{'neg': 0.163, 'neu': 0.71, 'pos': 0.127, 'compound': -0.4019}",-0.4019,-0.5001389347016811,-0.5
202,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",liberal judges in this country uh shut the door uh  in federal court. They ruled that it was not unconstitutional to deny hundreds of thousands of children their education because their parents had broken the law. But our immigration policy has to be,"{'neg': 0.046, 'neu': 0.92, 'pos': 0.034, 'compound': -0.1361}",-0.1361,-0.3770662322640419,-0.5
203,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","reformed on a national basis. And I wanna point out something here about Cuba. There is no place in this Hemisphere that is the prison that Castro sends political prisoners. And we are guilty in this Hemisphere of refusing to say, to take those","{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.9231}",-0.9231,-0.7219288647174835,0.0
204,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","people and say, no, you cannot keep people locked up in dungeons because they disagree with you. Ironically, the only place uh that they can go to get freedom, where the door is open for them, is the prison where Castro locked them up.","{'neg': 0.155, 'neu': 0.765, 'pos': 0.08, 'compound': -0.4404}",-0.4404,-0.6709223352372646,-0.5
205,How will you ensure equal opportunities for marginalized communities in our country?,"Well, right now in our country, uh there are 33 million people uh 33 million uh  uh African Americans. There are 13 million African Americans who are poor. One out of five uh  you might say, African Americans are poor. The ghettoes are filled and","{'neg': 0.123, 'neu': 0.835, 'pos': 0.042, 'compound': -0.6249}",-0.6249,-0.8032634342089295,-0.5
206,How will you ensure equal opportunities for marginalized communities in our country?,"piggy-backed with poor people that are looking for opportunity. The quest of the Democratic Party, and my opportunity to be with you this evening, is to find an alternative of inclusion, of opportunity, equality of opportunity, human rights, and","{'neg': 0.062, 'neu': 0.66, 'pos': 0.278, 'compound': 0.8689}",0.8689,0.3618535287678242,0.2
207,How will you ensure equal opportunities for marginalized communities in our country?,"rights for the people. While I was mayor in Chicago, its the largest  Ah, city of the outside of Los Angeles in the United States. We have more African Americans, about a million and 35 thousand, in Chicago, its the largest-unquestionably within a","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.4215}",0.4215,0.3477155417203903,0.2
208,How will you ensure equal opportunities for marginalized communities in our country?,"city. And over the years I was able to increase by 750%  in the board offices, commissions, franchise. There are so many different agencies within a city, between the police department and the fire department and city hall, you name it  750% black","{'neg': 0.055, 'neu': 0.892, 'pos': 0.053, 'compound': -0.0258}",-0.0258,0.4241557270288467,0.2
209,How will you ensure equal opportunities for marginalized communities in our country?,"people got jobs, patronage as its called. The white Caucasian Americans got the same or better percentage. The Arab Americans got jobs, the Muslim community  ay, the Latino Americans, and new the newest citizens that are coming there. Then I added to","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.4404}",0.4404,0.3224170692265033,0.1
210,How will you ensure equal opportunities for marginalized communities in our country?,"that the antipoverty programs to give opportunity for people to earn their own way. In Jackson, Mississippi, that I mention in New York, I had the Attorney General personally call and tell the Deputy Attorney General, uhh the head of civil right uh","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.4215}",0.4215,-0.0633521005511283,0.2
211,How will you ensure equal opportunities for marginalized communities in our country?,"the uh  civil rights division of the Justice Department. There had a communication with Mr. Hayes, who was head of the minority employment in uhh  Justice.  And they called the new Attorney General and said, Give us a break. Theres only so many","{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.7783}",0.7783,-0.1539282724261284,0.0
212,How will you ensure equal opportunities for marginalized communities in our country?,"lawyers heads left. Theyre given quotas. And so I worked with him adding civil rights lawyers in Chicago. Recently, two weeks ago, we announced in Chicago the Attorney General said wed find a way. So I am happy to tell you that the number one percent","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.6461}",0.6461,0.5198402646929026,0.3
213,How will you ensure equal opportunities for marginalized communities in our country?,"of the turnaround in the last eight, ten years happens to be minority employment in the Justice Department. And now, soon, well probably have equal for the number of heads.","{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.7003}",0.7003,0.0941903740167617,0.2
214,Why do you believe you are fit to be the next leader of the United States of America?,"I could be rude, and say, because Im a guy, and shes a girl. But that would not be fitting. Dont laugh, I can see who the boys are out there in the audience. And Id like to ask you one thing, What were you doing several years ago when the only clock","{'neg': 0.107, 'neu': 0.834, 'pos': 0.059, 'compound': -0.3891}",-0.3891,-0.5814587157219648,0.0
215,Why do you believe you are fit to be the next leader of the United States of America?,"you cared about had a hands and a face? Now, we have had a lot of things said all night long. And I would like to say, also, that I was the only one here who was sworn alter 12:00  that none of those signatures were mine. And someone else has been","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.6486}",0.6486,-0.2054938822984695,-0.3
216,Why do you believe you are fit to be the next leader of the United States of America?,"challenged to a duel in honor of now being misquoted, at least five separate times during this debate. Now, Mr. Mondale has made a great deal about his continuing interest in health. I must say, when he was chairman of the subcommittee on health,","{'neg': 0.029, 'neu': 0.76, 'pos': 0.211, 'compound': 0.872}",0.872,0.4269645027816295,0.0
217,Why do you believe you are fit to be the next leader of the United States of America?,"that his committee produced as its first act, A National Policy on Quadriplegics. This book contained 164 pages. Absolutely none of them contained a plan that would allow you if you were a quadriplegic, or your family, or your guardians, to get the","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.2263}",0.2263,-0.3867931216955185,-0.5
218,Why do you believe you are fit to be the next leader of the United States of America?,"kind of aid that would allow you to go out and live and work and be the sort of person that you once were, or could be. All of the 164 pages indicated that if you were a quadriplegic, you were going to have to stay in a state hospital or an","{'neg': 0.0, 'neu': 0.963, 'pos': 0.037, 'compound': 0.2263}",0.2263,-0.3624012097716331,-0.5
219,Why do you believe you are fit to be the next leader of the United States of America?,"institution, and theyd see to it that you were well cared for. But, you would have no power to change your life and do as you wanted to do with it. The other thing that Mr. Mondale pointed to, in the way of health, was the fact that he was one of the","{'neg': 0.05, 'neu': 0.889, 'pos': 0.061, 'compound': -0.09}",-0.09,-0.1416944488883018,0.0
220,Why do you believe you are fit to be the next leader of the United States of America?,"authors of a drug bill designed to control for the first time, the abuse of drugs. Mr. Mondale, and his friends, in the House, had a wonderful idea over three years ago. Mr. Mondales bill came to our desk  at least 18 months after the Ford","{'neg': 0.081, 'neu': 0.788, 'pos': 0.131, 'compound': 0.3818}",0.3818,0.762414169497788,0.1
